event_id,amplitude,med_freq,duration,energy,mean_freq
20190109T064102Z,41920170.2692378,1.5869140625,13.594,4801214767531.923,3.9156288071925456
20190109T064217Z,111340.9027267487,9.765625,0.632,36038773.18421496,15.710690381467712
20190109T064236Z,941047.260906248,8.48388671875,2.916,2663755545.6197824,12.324305301175421
20190109T064248Z,25559136.451589294,1.0986328125,8.572,2217072970544.072,1.4457212558044987
20190109T064331Z,777524.3169955639,64.5751953125,5.626,1712625378.7853038,61.99081613927608
20190109T064350Z,636112.3170990086,47.36328125,1.886,1210705564.2435308,50.10637144092753
20190109T064408Z,125623.58987456541,19.8974609375,0.138,59305867.006658405,33.71138701631772
20190109T064417Z,198639.8678770668,27.28271484375,2.784,133621386.92718077,36.18584633389182
20190109T064430Z,87022.51967215375,8.544921875,0.078,30457412.386474814,24.81314266339846
20190109T064442Z,89936.28959539783,5.2490234375,0.212,24058298.405025423,15.90144731782577
20190109T064450Z,122688.97687847917,17.2119140625,0.54,62686540.826740116,27.35983383938111
20190109T064631Z,88809.21654273538,1.0986328125,1.646,19957786.35482038,1.474973256386218
20190109T064651Z,99909.8182971262,26.4892578125,3.42,26070246.792857643,30.732567061011373
20190109T064710Z,17114.275075310044,31.92138671875,5.744,1248189.296168014,34.597318184182534
20190109T064733Z,19358.404885498127,57.861328125,0.578,1766352.6365388192,51.47397809180544
20190109T064748Z,25880.839023412795,41.015625,1.42,2455484.2898181304,44.72323918895708
20190109T064803Z,11960.045191327981,34.7900390625,0.114,778708.2717722014,33.503173094668774
20190109T064856Z,24959.203128582078,43.701171875,0.582,3111262.7468245365,42.5303767549852
20190109T064904Z,45362.84027103089,40.6494140625,7.344,6558201.735123665,46.56148372429553
20190109T064927Z,38088.46360043284,41.56494140625,4.936,6284209.641850548,44.45796837909949
20190109T064955Z,25469.698386042757,59.326171875,0.414,3254851.9253170253,55.0275549505504
20190109T065006Z,36887.80396292629,39.306640625,3.966,5901219.936051488,41.1349297255671
20190109T065023Z,48422.04830506786,47.7294921875,12.938,9041930.947421085,44.86468827101359
20190109T065100Z,26781.991829057424,70.556640625,2.6,2815173.8748374186,62.62909919019972
20190109T065109Z,27885.84239186457,28.9306640625,3.086,4023179.492206651,39.619481068038425
20190109T074626Z,9034.406854292592,35.888671875,1.112,239877.96891621072,37.579600992816424
20190109T075102Z,5545.76390376726,35.15625,0.188,95812.24493327535,38.17037432198443
20190109T075203Z,5260.313165310893,33.3251953125,0.47,91643.22064164889,35.97991085818853
20190109T075240Z,6193.832750047619,36.0107421875,0.442,126839.08613225032,38.5695985347124
20190109T075308Z,5927.110486301088,33.99658203125,5.42,113057.8175535028,35.62066042559788
20190109T075442Z,5425.623798287335,34.912109375,0.284,90003.91365228714,36.20450636145714
20190109T075550Z,1982.6148062454656,33.203125,0.454,17628.55049828781,40.469821957286754
20190109T081031Z,1003.1592425008339,1.953125,6.144,4296.725612896052,4.772353899100086
20190109T081318Z,1419.054941649352,1.953125,15.014,8948.327250895012,3.6497830074050337
20190109T081347Z,4434.215493855485,1.922607421875,15.508,89108.91838982607,2.141801828638628
20190109T081836Z,774.155707516261,4.7607421875,6.632,3139.2589839292646,5.640183291021405
20190109T081849Z,763.7841056038307,17.7001953125,0.194,2545.989682502769,18.0683987808274
20190109T083857Z,2362.2179508654926,32.470703125,1.044,19856.928988125273,31.634197502000948
20190109T084021Z,2357.642466845889,33.203125,1.328,21618.714518780434,33.40383940110154
20190109T084145Z,3468.9154217322166,32.8369140625,0.358,43584.16059954398,33.89789736912283
20190109T084438Z,4863.328364691222,32.958984375,0.288,88626.41541392244,34.60957088434045
20190109T085015Z,7414.534139832965,35.5224609375,0.312,170457.86054094575,36.311489121352665
20190109T091547Z,4622.635118254532,33.5693359375,0.354,69721.95744316046,35.956983822885284
20190109T093243Z,6647.543135925394,34.1796875,0.214,146305.4505441128,36.0450557089592
20190109T093709Z,6443.801316764964,34.5458984375,0.174,154852.18771578142,37.71014654208051
20190109T095043Z,6359.894535400216,34.3017578125,0.178,137379.9123658636,36.53514018131544
20190109T095205Z,5326.765422623885,34.5458984375,0.382,100673.80582066269,37.17661411132736
20190109T095918Z,5802.895778211958,33.69140625,0.472,118517.05220875837,36.311951359669855
20190109T100009Z,4476.164570774286,33.447265625,0.256,71476.5324386891,36.447708760016916
20190109T100727Z,2972.6335742739266,33.203125,0.398,33313.98938574376,31.808333098285246
20190109T100806Z,5285.430643853596,34.0576171875,0.356,99897.7650559375,36.95061937019756
20190109T100913Z,4230.79840094461,34.66796875,0.384,64018.50836982737,37.18082957933555
20190109T100919Z,5458.850822440657,33.8134765625,0.404,113924.99157729026,36.30215048667449
20190109T101004Z,4569.222872019554,33.8134765625,0.172,79279.65534225586,36.098865498955206
20190109T101258Z,5131.593259254189,33.8134765625,0.726,97515.12405524022,35.65215872894
20190109T101419Z,4995.297661734586,35.0341796875,0.306,82155.90319731073,35.50428298357299
20190109T101602Z,5384.15934310596,36.0107421875,0.162,94660.69985889798,37.06322931015222
20190109T101705Z,5281.627578100934,33.69140625,0.502,99320.53719019283,34.81195645761225
20190109T102319Z,6594.439591815146,33.935546875,0.886,157025.5331489688,35.81809197935424
20190109T102403Z,3338.39558027495,34.423828125,0.34,38516.72746298074,37.75983220817957
20190109T102420Z,5226.344895025343,33.935546875,0.252,102720.07018824297,35.115576082077446
20190109T102454Z,4269.552643555875,33.69140625,0.406,65198.887495305346,34.97869028853322
20190109T102511Z,5359.176946353996,33.69140625,0.768,111379.08431936224,35.794407405698664
20190109T102537Z,6917.454929891426,36.2548828125,0.386,155327.2324826186,35.4781639285633
20190109T102617Z,5005.580943567323,36.0107421875,0.766,86884.18108980873,35.90962199601502
20190109T102633Z,3686.486592505217,33.203125,0.284,50985.15944898198,34.89596828771506
20190109T102639Z,5457.982982287244,33.935546875,0.29,107292.6531111021,35.86520914221666
20190109T102733Z,4326.334785671077,33.5693359375,0.446,63599.723627981846,33.29084115184262
20190109T102841Z,4548.1396961857035,34.5458984375,0.488,73582.2895959666,36.63175380442476
20190109T103131Z,6240.904453479419,33.69140625,2.53,138045.7570816151,35.54022399902702
20190109T103145Z,4270.743568769036,33.5693359375,0.544,73704.39180273375,36.118673937169056
20190109T103218Z,3384.6315133032926,33.447265625,0.62,41514.16028004628,35.320516913541574
20190109T103309Z,2730.5558274524474,33.5693359375,0.376,29232.234811851,33.807612901494146
20190109T103817Z,3795.603738629924,33.5693359375,2.152,57506.69798889771,36.31618922778065
20190109T105719Z,3279.897496909881,1.89208984375,11.926,43027.58549208639,3.493922492729668
20190109T110548Z,696.4177050128293,4.39453125,3.706,2631.94739328231,8.03864481633987
20190109T111203Z,2918.634592627379,1.190185546875,17.052,36812.82824996823,2.8708777814548165
20190109T111451Z,600.3275624140238,4.33349609375,2.954,1862.2827025654074,10.221422155640049
20190109T112201Z,630.3831675877051,1.5869140625,2.128,1763.596199949152,8.344542847559191
20190109T114111Z,4547.701041309172,35.15625,15.452,63471.618141275554,41.43587449061774
20190109T114156Z,6341.162782214458,33.447265625,10.786,147629.78790634414,36.39389857554408
20190109T114437Z,810.1618003865657,35.64453125,4.618,2486.0669672368685,48.42994513701075
20190109T114633Z,833.3431376295866,35.888671875,1.114,2948.802657260522,48.87283059854437
20190109T114644Z,616.1704242460372,3.90625,2.014,2142.818494558185,7.855692725876259
20190109T114709Z,1272.8050007829474,34.0576171875,2.068,6510.192320676062,42.491273061836075
20190109T114718Z,2378.277700724491,33.447265625,6.736,22223.440530428787,35.00162400374009
20190109T115053Z,3565.194689289012,32.958984375,12.986,52335.75729732508,31.939317392745725
20190109T115344Z,5865.674812589505,35.5224609375,10.886,95361.7712092877,37.85992959367931
20190109T115727Z,7447.473967175859,35.64453125,13.8,177261.6332315212,37.02842571443919
20190109T115839Z,1696.7306824413813,33.203125,0.974,11574.267653028171,34.777650983394885
20190109T115902Z,3061.3351967658455,34.7900390625,2.514,30895.754188836145,32.805893292520885
20190109T120049Z,8235.810449292967,35.58349609375,13.308,193645.048904183,37.04957864945631
20190109T120248Z,3864.229433888212,33.935546875,1.252,48592.79028175245,34.77207977031559
20190109T120332Z,6981.241909670199,34.60693359375,7.842,150027.66195223577,36.86894132830634
20190109T120414Z,5520.566689346109,33.8134765625,0.566,109382.53291761658,36.71181903488884
