,event_id,group,similarity
0,20190124T014042Z,31,0.8070324146254487
1,20190124T042609Z,31,0.820649374354955
2,20190124T051722Z,31,0.8714757571553747
3,20190124T061602Z,31,0.848444838447489
4,20190124T065846Z,31,0.8438159875754598
5,20190124T072050Z,31,0.8688500948128901
6,20190124T081242Z,31,0.9113518236816643
7,20190124T085127Z,43,0.8391985917935271
8,20190124T090253Z,31,0.9395404620646627
9,20190124T095344Z,31,0.9436157328175329
10,20190124T104930Z,31,0.9566839970503801
11,20190124T113014Z,31,0.9218000474353124
12,20190124T122553Z,43,0.8283772696514089
13,20190124T124041Z,31,0.9346052461494825
14,20190124T142021Z,31,0.9311649475064838
15,20190124T153650Z,31,0.9394459506060328
16,20190124T154846Z,43,0.868293636072706
17,20190124T173257Z,31,0.960705457535337
18,20190124T180650Z,43,0.8834455619309161
19,20190124T181039Z,31,0.9396470092956065
20,20190124T185154Z,31,0.9221219256494347
21,20190124T203842Z,31,0.9650334593408619
22,20190124T210110Z,31,0.9296944057905127
23,20190124T225222Z,43,0.8000054889026839
