,event_id,group
0,20181224T161520Z,0
1,20181224T170253Z,0
2,20181224T170302Z,0
3,20181224T170727Z,0
4,20181224T180442Z,0
5,20181224T181955Z,0
6,20181224T194013Z,0
7,20181224T195029Z,0
8,20181224T195307Z,0
9,20181224T201030Z,0
10,20181224T201119Z,0
11,20181224T201155Z,0
12,20181224T201557Z,0
13,20181224T202850Z,0
14,20181224T203454Z,0
15,20181224T204215Z,0
16,20181224T205321Z,0
17,20181224T205543Z,0
18,20181224T210601Z,0
19,20181224T210632Z,0
20,20181224T211038Z,0
21,20181224T211108Z,0
22,20181224T212112Z,0
23,20181224T212152Z,0
24,20181224T212711Z,0
25,20181224T213247Z,0
26,20181224T213803Z,0
27,20181224T214054Z,0
28,20181224T214220Z,0
29,20181224T214246Z,0
30,20181224T214259Z,0
31,20181224T214342Z,0
32,20181224T214435Z,0
33,20181224T214720Z,0
34,20181224T214758Z,0
35,20181224T214850Z,0
36,20181224T215105Z,0
37,20181224T215303Z,0
38,20181224T215659Z,0
39,20181224T215903Z,0
40,20181224T215954Z,0
41,20181224T220056Z,0
42,20181224T220131Z,0
43,20181224T220418Z,0
44,20181224T220612Z,0
45,20181224T220654Z,0
46,20181224T220813Z,0
47,20181224T220833Z,0
48,20181224T220905Z,0
49,20181224T221049Z,0
50,20181224T221153Z,0
51,20181224T221459Z,0
52,20181224T221746Z,0
53,20181224T222027Z,0
54,20181224T222112Z,0
55,20181224T222215Z,0
56,20181224T222254Z,0
57,20181224T222306Z,0
58,20181224T222403Z,0
59,20181224T222441Z,0
60,20181224T222507Z,0
61,20181224T222529Z,0
62,20181224T222636Z,0
63,20181224T223122Z,0
64,20181224T223149Z,0
65,20181224T223201Z,0
66,20181224T223341Z,0
67,20181224T223350Z,0
68,20181224T223427Z,0
69,20181224T223532Z,0
70,20181224T223635Z,0
71,20181224T223701Z,0
72,20181224T223708Z,0
73,20181224T223733Z,0
74,20181224T223805Z,0
75,20181224T223850Z,0
76,20181224T223956Z,0
77,20181224T224103Z,0
78,20181224T224120Z,0
79,20181224T224126Z,0
80,20181224T224146Z,0
81,20181224T224157Z,0
82,20181224T224217Z,0
83,20181224T224309Z,0
84,20181224T224327Z,0
85,20181224T224457Z,0
86,20181224T224506Z,0
87,20181224T224538Z,0
88,20181224T224547Z,0
89,20181224T224632Z,0
90,20181224T224725Z,0
91,20181224T224803Z,0
92,20181224T224820Z,0
93,20181224T224956Z,0
94,20181224T225009Z,0
95,20181224T225110Z,0
96,20181224T225149Z,0
97,20181224T225213Z,0
98,20181224T225229Z,0
99,20181224T225240Z,0
100,20181224T225324Z,0
101,20181224T225456Z,0
102,20181224T225507Z,0
103,20181224T225514Z,0
104,20181224T225520Z,0
105,20181224T225529Z,0
106,20181224T225628Z,0
107,20181224T225638Z,0
108,20181224T225728Z,0
109,20181224T230146Z,0
110,20181224T230153Z,0
111,20181224T230402Z,0
112,20181224T230508Z,0
113,20181224T230658Z,0
114,20181224T230706Z,0
115,20181224T231117Z,0
116,20181224T231159Z,0
117,20181224T231208Z,0
118,20181224T231255Z,0
119,20181224T231357Z,0
120,20181224T231452Z,0
121,20181224T231508Z,0
122,20181224T231540Z,0
123,20181224T231744Z,0
124,20181224T231936Z,0
125,20181224T232441Z,0
126,20181224T232542Z,0
127,20181224T232613Z,0
128,20181224T232712Z,0
129,20181224T232906Z,0
130,20181224T232942Z,0
131,20181224T233347Z,0
132,20181224T233530Z,0
133,20181224T233820Z,0
134,20181224T233850Z,0
135,20181224T234040Z,0
136,20181224T234059Z,0
137,20181224T234111Z,0
138,20181224T234122Z,0
139,20181224T234343Z,0
140,20181224T234418Z,0
141,20181224T234540Z,0
142,20181224T235543Z,0
143,20181224T235549Z,0
144,20181224T235955Z,0
