,event_id,stations,network_time,ref_time,ref_duration,group
0,20190123T000444Z,['1J.TI6C.'],0.0,2019-01-23T00:04:44.588000Z,18.846,0
1,20190123T000720Z,['1J.TI6C.'],0.0,2019-01-23T00:07:20.156000Z,0.468,0
2,20190123T003159Z,['1J.TI6C.'],0.0,2019-01-23T00:31:59.364000Z,10.866,0
3,20190123T003946Z,['1J.TI6C.'],0.0,2019-01-23T00:39:46.904000Z,20.182,0
4,20190123T004058Z,['1J.TI6C.'],0.0,2019-01-23T00:40:58.980000Z,2.864,0
5,20190123T004339Z,['1J.TI6C.'],0.0,2019-01-23T00:43:39.972000Z,7.116,0
6,20190123T011012Z,['1J.TI6C.'],0.0,2019-01-23T01:10:12.932000Z,0.452,0
7,20190123T012514Z,['1J.TI6C.'],0.0,2019-01-23T01:25:14.902000Z,2.052,0
8,20190123T014109Z,['1J.TI6C.'],0.0,2019-01-23T01:41:09.832000Z,11.0,0
9,20190123T014130Z,['1J.TI6C.'],0.0,2019-01-23T01:41:30.738000Z,13.826,0
10,20190123T015034Z,['1J.TI6C.'],0.0,2019-01-23T01:50:34.606000Z,19.356,0
11,20190123T015207Z,['1J.TI6C.'],0.0,2019-01-23T01:52:07.478000Z,0.508,0
12,20190123T015254Z,['1J.TI6C.'],0.0,2019-01-23T01:52:54.552000Z,18.822,0
13,20190123T015515Z,['1J.TI6C.'],0.0,2019-01-23T01:55:15.282000Z,0.204,0
14,20190123T022309Z,['1J.TI6C.'],0.0,2019-01-23T02:23:09.550000Z,0.206,0
15,20190123T024340Z,['1J.TI6C.'],0.0,2019-01-23T02:43:40.404000Z,14.148,0
16,20190123T024456Z,['1J.TI6C.'],0.0,2019-01-23T02:44:56.542000Z,0.16,0
17,20190123T024919Z,['1J.TI6C.'],0.0,2019-01-23T02:49:19.814000Z,1.842,0
18,20190123T025908Z,['1J.TI6C.'],0.0,2019-01-23T02:59:08.222000Z,0.328,0
19,20190123T030145Z,['1J.TI6C.'],0.0,2019-01-23T03:01:45.880000Z,17.036,0
20,20190123T030430Z,['1J.TI6C.'],0.0,2019-01-23T03:04:30.032000Z,17.612,0
21,20190123T030605Z,['1J.TI6C.'],0.0,2019-01-23T03:06:05.066000Z,19.386,0
22,20190123T031028Z,['1J.TI6C.'],0.0,2019-01-23T03:10:28.580000Z,11.662,0
23,20190123T032259Z,['1J.TI6C.'],0.0,2019-01-23T03:22:59.718000Z,16.92,0
24,20190123T033410Z,['1J.TI6C.'],0.0,2019-01-23T03:34:10.126000Z,0.242,0
25,20190123T033937Z,['1J.TI6C.'],0.0,2019-01-23T03:39:37.312000Z,21.54,0
26,20190123T034540Z,['1J.TI6C.'],0.0,2019-01-23T03:45:40.716000Z,7.934,0
27,20190123T040016Z,['1J.TI6C.'],0.0,2019-01-23T04:00:16.552000Z,0.17,0
28,20190123T040523Z,['1J.TI6C.'],0.0,2019-01-23T04:05:23.610000Z,14.288,0
29,20190123T040645Z,['1J.TI6C.'],0.0,2019-01-23T04:06:45.356000Z,5.09,0
30,20190123T041057Z,['1J.TI6C.'],0.0,2019-01-23T04:10:57.740000Z,16.276,0
31,20190123T042440Z,['1J.TI6C.'],0.0,2019-01-23T04:24:40.102000Z,11.602,0
32,20190123T042648Z,['1J.TI6C.'],0.0,2019-01-23T04:26:48.962000Z,20.14,0
33,20190123T043241Z,['1J.TI6C.'],0.0,2019-01-23T04:32:41.474000Z,0.636,0
34,20190123T044805Z,['1J.TI6C.'],0.0,2019-01-23T04:48:05.406000Z,18.326,0
35,20190123T050349Z,['1J.TI6C.'],0.0,2019-01-23T05:03:49.460000Z,0.472,0
36,20190123T050544Z,['1J.TI6C.'],0.0,2019-01-23T05:05:44.616000Z,23.492,0
37,20190123T051846Z,['1J.TI6C.'],0.0,2019-01-23T05:18:46.406000Z,11.954,0
38,20190123T052400Z,['1J.TI6C.'],0.0,2019-01-23T05:24:00.144000Z,8.422,0
39,20190123T052602Z,['1J.TI6C.'],0.0,2019-01-23T05:26:02.770000Z,5.61,0
40,20190123T052642Z,['1J.TI6C.'],0.0,2019-01-23T05:26:42.792000Z,12.614,0
41,20190123T053302Z,['1J.TI6C.'],0.0,2019-01-23T05:33:02.290000Z,3.45,0
42,20190123T053328Z,['1J.TI6C.'],0.0,2019-01-23T05:33:28.846000Z,14.646,0
43,20190123T054643Z,['1J.TI6C.'],0.0,2019-01-23T05:46:43.646000Z,9.046,0
44,20190123T062057Z,['1J.TI6C.'],0.0,2019-01-23T06:20:57.438000Z,21.184,0
45,20190123T062223Z,['1J.TI6C.'],0.0,2019-01-23T06:22:23.160000Z,0.214,0
46,20190123T063204Z,['1J.TI6C.'],0.0,2019-01-23T06:32:04.268000Z,10.022,0
47,20190123T064732Z,['1J.TI6C.'],0.0,2019-01-23T06:47:32.838000Z,0.414,0
48,20190123T065050Z,['1J.TI6C.'],0.0,2019-01-23T06:50:50.682000Z,20.24,0
49,20190123T070002Z,['1J.TI6C.'],0.0,2019-01-23T07:00:02.068000Z,13.858,0
50,20190123T070933Z,['1J.TI6C.'],0.0,2019-01-23T07:09:33.160000Z,0.534,0
51,20190123T071258Z,['1J.TI6C.'],0.0,2019-01-23T07:12:58.558000Z,0.276,0
52,20190123T071325Z,['1J.TI6C.'],0.0,2019-01-23T07:13:25.044000Z,8.642,0
53,20190123T072012Z,['1J.TI6C.'],0.0,2019-01-23T07:20:12.916000Z,17.702,0
54,20190123T072808Z,['1J.TI6C.'],0.0,2019-01-23T07:28:08.638000Z,0.158,0
55,20190123T073104Z,['1J.TI6C.'],0.0,2019-01-23T07:31:04.040000Z,2.068,0
56,20190123T073131Z,['1J.TI6C.'],0.0,2019-01-23T07:31:31.026000Z,15.128,0
57,20190123T074231Z,['1J.TI6C.'],0.0,2019-01-23T07:42:31.538000Z,14.59,0
58,20190123T074846Z,['1J.TI6C.'],0.0,2019-01-23T07:48:46.650000Z,9.556,0
59,20190123T075528Z,['1J.TI6C.'],0.0,2019-01-23T07:55:28.074000Z,0.604,0
60,20190123T080801Z,['1J.TI6C.'],0.0,2019-01-23T08:08:01.198000Z,12.014,0
61,20190123T081241Z,['1J.TI6C.'],0.0,2019-01-23T08:12:41.094000Z,16.564,0
62,20190123T081842Z,['1J.TI6C.'],0.0,2019-01-23T08:18:42.616000Z,23.418,0
63,20190123T083019Z,['1J.TI6C.'],0.0,2019-01-23T08:30:19.116000Z,5.838,0
64,20190123T083532Z,['1J.TI6C.'],0.0,2019-01-23T08:35:32.998000Z,22.236,0
65,20190123T084050Z,['1J.TI6C.'],0.0,2019-01-23T08:40:50.550000Z,7.248,0
66,20190123T085732Z,['1J.TI6C.'],0.0,2019-01-23T08:57:32.746000Z,12.256,0
67,20190123T085918Z,['1J.TI6C.'],0.0,2019-01-23T08:59:18.664000Z,0.368,0
68,20190123T090203Z,['1J.TI6C.'],0.0,2019-01-23T09:02:03.358000Z,14.918,0
69,20190123T090231Z,['1J.TI6C.'],0.0,2019-01-23T09:02:31.696000Z,17.09,0
70,20190123T091314Z,['1J.TI6C.'],0.0,2019-01-23T09:13:14.506000Z,0.46,0
71,20190123T092214Z,['1J.TI6C.'],0.0,2019-01-23T09:22:14.596000Z,3.28,0
72,20190123T092501Z,['1J.TI6C.'],0.0,2019-01-23T09:25:01.854000Z,2.31,0
73,20190123T093627Z,['1J.TI6C.'],0.0,2019-01-23T09:36:27.054000Z,0.812,0
74,20190123T093725Z,['1J.TI6C.'],0.0,2019-01-23T09:37:25.066000Z,13.676,0
75,20190123T094156Z,['1J.TI6C.'],0.0,2019-01-23T09:41:56.080000Z,0.216,0
76,20190123T095004Z,['1J.TI6C.'],0.0,2019-01-23T09:50:04.308000Z,17.544,0
77,20190123T095307Z,['1J.TI6C.'],0.0,2019-01-23T09:53:07.060000Z,13.844,0
78,20190123T095419Z,['1J.TI6C.'],0.0,2019-01-23T09:54:19.470000Z,13.11,0
79,20190123T095914Z,['1J.TI6C.'],0.0,2019-01-23T09:59:14.496000Z,0.14,0
80,20190123T100051Z,['1J.TI6C.'],0.0,2019-01-23T10:00:51.484000Z,20.984,0
81,20190123T101231Z,['1J.TI6C.'],0.0,2019-01-23T10:12:31.292000Z,21.062,0
82,20190123T101542Z,['1J.TI6C.'],0.0,2019-01-23T10:15:42.650000Z,43.208,0
83,20190123T101653Z,['1J.TI6C.'],0.0,2019-01-23T10:16:53.408000Z,10.648,0
84,20190123T102136Z,['1J.TI6C.'],0.0,2019-01-23T10:21:36.382000Z,1.174,0
85,20190123T102321Z,['1J.TI6C.'],0.0,2019-01-23T10:23:21.846000Z,7.604,0
86,20190123T103744Z,['1J.TI6C.'],0.0,2019-01-23T10:37:44.890000Z,16.516,0
87,20190123T104510Z,['1J.TI6C.'],0.0,2019-01-23T10:45:10.804000Z,13.122,0
88,20190123T104831Z,['1J.TI6C.'],0.0,2019-01-23T10:48:31.088000Z,7.064,0
89,20190123T105124Z,['1J.TI6C.'],0.0,2019-01-23T10:51:24.336000Z,0.35,0
90,20190123T112645Z,['1J.TI6C.'],0.0,2019-01-23T11:26:45.374000Z,29.33,0
91,20190123T113423Z,['1J.TI6C.'],0.0,2019-01-23T11:34:23.342000Z,0.112,0
92,20190123T114250Z,['1J.TI6C.'],0.0,2019-01-23T11:42:50.866000Z,20.422,0
93,20190123T114426Z,['1J.TI6C.'],0.0,2019-01-23T11:44:26.544000Z,2.892,0
94,20190123T114850Z,['1J.TI6C.'],0.0,2019-01-23T11:48:50.384000Z,0.218,0
95,20190123T114900Z,['1J.TI6C.'],0.0,2019-01-23T11:49:00.132000Z,16.874,0
96,20190123T115644Z,['1J.TI6C.'],0.0,2019-01-23T11:56:44.176000Z,0.414,0
97,20190123T120712Z,['1J.TI6C.'],0.0,2019-01-23T12:07:12.400000Z,11.194,0
98,20190123T120741Z,['1J.TI6C.'],0.0,2019-01-23T12:07:41.254000Z,15.254,0
99,20190123T121007Z,['1J.TI6C.'],0.0,2019-01-23T12:10:07.834000Z,10.434,0
100,20190123T121100Z,['1J.TI6C.'],0.0,2019-01-23T12:11:00.194000Z,0.104,0
101,20190123T121424Z,['1J.TI6C.'],0.0,2019-01-23T12:14:24.226000Z,22.782,0
102,20190123T121737Z,['1J.TI6C.'],0.0,2019-01-23T12:17:37.942000Z,4.926,0
103,20190123T121756Z,['1J.TI6C.'],0.0,2019-01-23T12:17:56.594000Z,6.532,0
104,20190123T121905Z,['1J.TI6C.'],0.0,2019-01-23T12:19:05.992000Z,8.152,0
105,20190123T122050Z,['1J.TI6C.'],0.0,2019-01-23T12:20:50.980000Z,0.106,0
106,20190123T122832Z,['1J.TI6C.'],0.0,2019-01-23T12:28:32.716000Z,14.272,0
107,20190123T123615Z,['1J.TI6C.'],0.0,2019-01-23T12:36:15.594000Z,0.114,0
108,20190123T124328Z,['1J.TI6C.'],0.0,2019-01-23T12:43:28.754000Z,0.1,0
109,20190123T124500Z,['1J.TI6C.'],0.0,2019-01-23T12:45:00.752000Z,0.124,0
110,20190123T125321Z,['1J.TI6C.'],0.0,2019-01-23T12:53:21.624000Z,14.672,0
111,20190123T125630Z,['1J.TI6C.'],0.0,2019-01-23T12:56:30.232000Z,0.218,0
112,20190123T125948Z,['1J.TI6C.'],0.0,2019-01-23T12:59:48.526000Z,0.11,0
113,20190123T131352Z,['1J.TI6C.'],0.0,2019-01-23T13:13:52.216000Z,7.942,0
114,20190123T132731Z,['1J.TI6C.'],0.0,2019-01-23T13:27:31.200000Z,0.264,0
115,20190123T133036Z,['1J.TI6C.'],0.0,2019-01-23T13:30:36.592000Z,20.134,0
116,20190123T135310Z,['1J.TI6C.'],0.0,2019-01-23T13:53:10.072000Z,7.254,0
117,20190123T135352Z,['1J.TI6C.'],0.0,2019-01-23T13:53:52.246000Z,11.462,0
118,20190123T141209Z,['1J.TI6C.'],0.0,2019-01-23T14:12:09.100000Z,0.418,0
119,20190123T141358Z,['1J.TI6C.'],0.0,2019-01-23T14:13:58.486000Z,21.95,0
120,20190123T142800Z,['1J.TI6C.'],0.0,2019-01-23T14:28:00.034000Z,11.318,0
121,20190123T143050Z,['1J.TI6C.'],0.0,2019-01-23T14:30:50.862000Z,0.54,0
122,20190123T144012Z,['1J.TI6C.'],0.0,2019-01-23T14:40:12.338000Z,0.128,0
123,20190123T151600Z,['1J.TI6C.'],0.0,2019-01-23T15:16:00.496000Z,0.968,0
124,20190123T151936Z,['1J.TI6C.'],0.0,2019-01-23T15:19:36.674000Z,0.142,0
125,20190123T153818Z,['1J.TI6C.'],0.0,2019-01-23T15:38:18.694000Z,11.082,0
126,20190123T154203Z,['1J.TI6C.'],0.0,2019-01-23T15:42:03.922000Z,0.322,0
127,20190123T154323Z,['1J.TI6C.'],0.0,2019-01-23T15:43:23.400000Z,1.47,0
128,20190123T154615Z,['1J.TI6C.'],0.0,2019-01-23T15:46:15.538000Z,19.35,0
129,20190123T160344Z,['1J.TI6C.'],0.0,2019-01-23T16:03:44.886000Z,12.452,0
130,20190123T161503Z,['1J.TI6C.'],0.0,2019-01-23T16:15:03.192000Z,1.564,0
131,20190123T161845Z,['1J.TI6C.'],0.0,2019-01-23T16:18:45.906000Z,8.466,0
132,20190123T161952Z,['1J.TI6C.'],0.0,2019-01-23T16:19:52.714000Z,12.642,0
133,20190123T162037Z,['1J.TI6C.'],0.0,2019-01-23T16:20:37.976000Z,2.532,0
134,20190123T163007Z,['1J.TI6C.'],0.0,2019-01-23T16:30:07.760000Z,0.248,0
135,20190123T165509Z,['1J.TI6C.'],0.0,2019-01-23T16:55:09.724000Z,12.914,0
136,20190123T171746Z,['1J.TI6C.'],0.0,2019-01-23T17:17:46.628000Z,0.284,0
137,20190123T172914Z,['1J.TI6C.'],0.0,2019-01-23T17:29:14.794000Z,0.328,0
138,20190123T173310Z,['1J.TI6C.'],0.0,2019-01-23T17:33:10.872000Z,0.744,0
