event_id,amplitude,med_freq,duration,energy,mean_freq
20190120T000001Z,1292.0289461858993,2.197265625,11.946,7376.109215582294,2.9557016174132924
20190120T000447Z,617.440947425026,3.35693359375,4.578,1664.6394842032173,9.597403170085142
20190120T000944Z,287.75852201383265,50.4150390625,0.338,458.64175989542707,49.222897911011366
20190120T001039Z,579.8024590213383,1.8310546875,0.578,1343.0735172972838,3.768786356271812
20190120T001106Z,4963.131214022893,1.800537109375,17.82,95169.05540880014,2.037273359553322
20190120T001258Z,775.8876398898971,1.5869140625,1.476,3049.813025417744,2.9260771139421937
20190120T001651Z,519.9236510834428,2.9296875,1.056,1229.6508953821897,15.464777366513374
20190120T002000Z,309.0055245612259,2.685546875,0.228,447.21846768532134,15.088625547544853
20190120T002154Z,304.3721293163145,53.7109375,0.276,453.9325523063854,53.57084283630198
20190120T002721Z,3725.881735341154,1.8310546875,17.99,55321.8606031128,2.487876835486092
20190120T003035Z,298.0483371844872,50.048828125,0.258,440.6472947605279,48.67564223418355
20190120T003651Z,307.55646158964026,46.7529296875,0.162,449.3000371455241,46.23615333912069
20190120T003833Z,505.47673996710824,2.685546875,1.736,1184.3798265116807,6.650949823632186
20190120T004107Z,315.7245319362177,1.3427734375,0.192,456.71764394251005,10.076116660949502
20190120T004601Z,279.0059755726405,48.2177734375,0.154,389.98666250839096,48.852193500134526
20190120T004633Z,949.7367610619141,1.220703125,10.688,4199.784580972001,3.20637440003289
20190120T005057Z,350.1625803296972,52.001953125,0.118,468.6074472338043,50.21284284078101
20190120T005152Z,1682.6169480654548,1.190185546875,17.58,11453.651120718656,1.9690177131573752
20190120T005606Z,296.3281325452978,47.9736328125,0.138,425.0571228397766,48.27926938989798
20190120T010221Z,519.0246708352039,2.44140625,1.444,1152.2160688619306,6.2181244229835615
20190120T010557Z,370.2737344871151,49.4384765625,0.272,611.2872180176669,48.91317539367266
20190120T010954Z,771.9469080548462,1.953125,4.202,2263.1005155166276,6.21485462506857
20190120T011041Z,370.245068967024,2.5634765625,0.374,599.995510328823,9.688171443314452
20190120T011418Z,310.2632085037262,48.828125,0.356,469.7436250251584,48.333822441710105
