event_id,group,similarity,amplitude_ratio,Mw,M0,dMw,dM0
20190104T000715Z,39,0.9128648201956224,0.904353601909732,1.2960207492060203,87908551442.91489,0.06840187124896166,20768544160.850746
20190104T004731Z,39,0.8621798860715785,1.0027253233899625,1.322170888203651,96218001539.17937,0.06823411472500111,22675916097.97589
20190104T013251Z,39,0.6384929404571752,0.6852631436679897,1.167578901669481,56411591521.49703,0.06898981949688524,13441889128.585873
20190104T022705Z,39,0.5347557426777844,0.7188067459884385,1.1514808514203398,53360670388.06137,0.0698276924689343,12869329350.437527
20190104T034804Z,39,0.8353231289820777,1.3429315918772349,1.43919330123774,144141803570.82706,0.06776889569195906,33738619501.565525
20190104T042220Z,39,0.9037291417448704,1.2987650312277297,1.3936282817835117,123152270370.96484,0.06858001492955489,29170706372.90814
20190104T045645Z,39,0.8772990750605011,1.028147878649443,1.3434466094526059,103554723685.63203,0.06829745705328986,24427633512.369747
20190104T053118Z,33,0.9400516879139464,1.0993123938750524,1.6318039588432471,280353471570.8778,0.06223492802297605,60262490721.99322
20190104T053638Z,39,0.9200086128296836,1.2329756493633903,1.381476162153544,118090304712.61096,0.06828369698998264,27850834815.28206
20190104T061340Z,39,0.8529313971426323,1.5072331202334082,1.3699126122799337,113466829103.32011,0.06798115499644876,26641851615.605152
20190104T061908Z,34,0.9243772666541364,0.96916179402784,1.4263508824258864,137887952765.8804,0.06606353579560649,31462634512.683975
20190104T073037Z,34,0.9579005391402368,1.1578756096060114,1.5097900608080081,183943773361.0708,0.0665274346468138,42266162261.62326
20190104T075435Z,39,0.5929152982620837,1.442535399295192,1.2638507671048345,78664022551.3333,0.06963059697510433,18918348306.113014
20190104T084641Z,34,0.8835475430788323,1.0142533807800154,1.4716052931343748,161215925096.38327,0.06669308645633527,37136049657.38338
20190104T091127Z,39,0.7948806448318865,1.2264599270860783,1.3537030646263108,107288851657.10272,0.06930711923668305,25682623925.977432
20190104T091557Z,34,0.7859000780062927,0.6014068005127795,1.326544001772537,97682328300.9479,0.06763063403810253,22817413319.505024
20190104T095051Z,39,0.7825590601179101,1.7725343797303108,1.3569239517481702,108489055338.12445,0.06882237729934092,25788290009.83988
20190104T101406Z,34,0.921253630336518,1.079188708892808,1.448602636307105,148903173741.87204,0.06674229728218123,34325119137.782074
20190104T102628Z,39,0.8108203704940126,1.925930593351166,1.444445543679107,146780484031.16754,0.06867391208922706,34815052263.37227
20190104T105707Z,34,0.9508707975550512,1.1652175461930665,1.4935064847329373,173884042049.88193,0.06697590644323222,40224001746.23338
20190104T114304Z,34,0.964647474732764,0.996000500621294,1.479165709004695,165481162640.09763,0.066598233594601,38064332788.82813
20190104T115832Z,39,0.6819227045363426,0.9391078482706076,1.2713975264126436,80741402623.91809,0.06893690562461689,19224498645.3369
20190104T123231Z,34,0.9700935969792568,1.0670910757785486,1.5040621252000648,180340466100.5418,0.06593801680892176,41071069909.59425
20190104T123408Z,39,0.8934299279430705,1.2402385202829005,1.4182972500079032,134105279307.97212,0.06836753930310974,31666697376.613544
20190104T131916Z,39,0.6325330796296242,1.2213126153710672,1.2825983235154101,83926185631.32756,0.06923179849301954,20068275147.496124
20190104T132948Z,33,0.965362514143052,1.2496599019423562,1.655669955191584,304442256887.2973,0.06221989809901953,65424615059.176506
20190104T140107Z,39,0.8444757666128732,1.4167621922289042,1.4318095154412456,140512277513.40656,0.06811661450205957,33057824951.777714
20190104T144259Z,39,0.7077089564625382,1.1601678426005868,1.338918120202445,101947640848.85349,0.06889635253955952,24259416929.67577
20190104T151858Z,39,0.789968334963493,1.6965181050651348,1.3982372102051643,125128378094.85007,0.06847609461820693,29593868958.325245
20190104T171425Z,39,0.6920368223962962,2.1708552543007933,1.4201501022442509,134966241318.85664,0.0685459430216489,31953163139.715206
20190104T174606Z,39,0.6970117896777334,2.2244654554473327,1.4477267375632934,148453385552.704,0.07001390769311287,35898919048.8928
20190104T192433Z,39,0.8643561428982577,1.3667151163790623,1.4197668376049446,134787698068.5538,0.06819778952512492,31748813696.08242
20190104T205424Z,39,0.8991002417555675,1.504013391903042,1.4533924285457207,151387020936.9092,0.0682125485533222,35666448503.1455
20190104T213127Z,39,0.9238974809617284,1.4717434905276534,1.4540101904003828,151710376310.45154,0.0684815773614991,35883598473.261665
20190104T230654Z,39,0.5350387144190624,0.7645652815879903,1.3091549084348744,91988251230.06833,0.06944528883195696,22063890776.91002
20190104T235118Z,39,0.6366860273433601,0.7134991651548415,1.274538730370356,81622162266.00095,0.06910084427435058,19480423626.480145
