event_id,group,similarity,amplitude_ratio,Mw,M0,dMw,dM0
20190101T000146Z,39,0.7910894013784975,0.4991321685413648,1.1883991536088887,60617598999.08407,0.06916533059103407,14480852678.691357
20190101T002057Z,54,0.50910494663893,1.462537334772929,1.0980148293043834,44363136552.82535,0.07402798186123372,11342926072.814787
20190101T004524Z,39,0.8694083238438282,0.7310632299986729,1.2535596541904797,75917077521.54337,0.06889927746864807,18065962175.62896
20190101T020121Z,39,0.8092883473193773,0.6971278639994167,1.222602700708248,68218796130.038605,0.06821920074431882,16073765411.441275
20190101T020816Z,54,0.5752245849641148,1.4240376839808246,1.0809011460244644,41816888906.52578,0.07473999042405859,10794728024.430342
20190101T022400Z,39,0.8863456845392061,0.7661308247946337,1.291997155491467,86695335825.99243,0.0688953377635746,20629681102.840492
20190101T023833Z,54,0.5010021502936217,1.253688059050455,1.035747034020039,35778370003.74911,0.07549726267267595,9329507203.277035
20190101T030020Z,39,0.6004888355154273,0.4740603114678801,1.1291334812541507,49396959953.84586,0.06876820513354759,11732616058.784445
20190101T035543Z,39,0.9180797523086138,1.071776631554435,1.36785652862382,112663903148.42705,0.06897665104141189,26840700456.437084
20190101T044943Z,39,0.5814894730295924,0.5109180243083038,1.111102833355588,46414561308.38643,0.0702035658053695,11254348759.604628
20190101T052504Z,39,0.9233657547488028,0.9896680184968432,1.3497149977645844,105821154818.78174,0.06847744231732053,25028047765.995968
20190101T062612Z,39,0.8836126214157612,0.6943845901493843,1.2341406359546454,70992252155.1211,0.06868589977009691,16841683186.754246
20190101T071821Z,39,0.8807100092616688,0.9043584294942908,1.3099509665961522,92241519795.22838,0.06836777577002384,21781352762.33349
20190101T072325Z,54,0.5408270834254946,1.161822823331035,1.0112008615342534,32870120206.175785,0.07710534284211219,8753721242.271833
20190101T074051Z,39,0.8539378111795896,0.7571803431076414,1.2865905167022023,85091420755.97745,0.06895587460527573,20265811278.282803
20190101T081658Z,39,0.8458047657547448,0.955558242106564,1.3438769785777556,103708766266.42528,0.06829491536011066,24463060352.13977
20190101T085640Z,39,0.8381350516953591,0.5707429502918808,1.2194752667892175,67485877642.35765,0.06880061780260548,16036595909.752737
20190101T091514Z,33,0.9896882064013544,1.043602885813734,1.6172631474920074,266621226084.23328,0.062214187031332316,57291619571.47386
20190101T095927Z,39,0.8743945625007336,0.5245015937428524,1.1798876171239137,58861513609.738556,0.06946653405275299,14122578722.32778
20190101T100906Z,33,0.97087890576864,1.0071694800817554,1.6050907700121364,255644324216.9127,0.06223532754756056,54951567138.00468
20190101T105405Z,39,0.7368989508563035,0.4702187367969102,1.13935570546181,51172137502.74283,0.06859477804281194,12123598941.18637
20190101T112727Z,39,0.8614700519298794,0.5907082068042883,1.2203331253271994,67686130664.36388,0.06876131421646715,16074993441.014965
20190101T120948Z,39,0.7349169378705552,0.5257979248712429,1.166603697409485,56221903593.74327,0.06953713978050277,13502970444.58535
