event_id,group,similarity,amplitude,ref_amp,amp_ratio,med_freq,duration,mean_freq,ref_station
20190105T024037Z,39,0.8742163128010105,102.65682532859873,87.78641785993871,1.1693930317601684,1.46484375,26.955759,5.382188556168268,TI6A
20190105T031617Z,39,0.8962341860667037,100.60301455878144,84.44991080991828,1.1912743731040867,1.434326171875,26.955759,4.962127405355994,TI3A
20190105T035042Z,39,0.8549394101857732,64.30932568395181,87.78641785993871,0.7325657801250749,1.220703125,26.955759,4.30930515395391,TI6A
20190105T045907Z,39,0.9082392123170874,120.93456307998613,87.78641785993871,1.3775999297856596,1.068115234375,26.955759,2.0192795552769693,TI6A
20190105T090749Z,39,0.9226351965273636,85.81077626246815,87.78641785993871,0.9774949058677546,1.220703125,26.955759,2.3823768167606265,TI6A
20190105T094052Z,39,0.8733982280521082,73.60942542034866,84.44991080991828,0.8716341404555225,1.52587890625,26.955759,5.128909132939571,TI3A
20190105T151124Z,39,0.8393147715210398,135.17472521387262,87.78641785993871,1.5398136580711257,1.251220703125,26.955759,9.872708718311223,TI6A
20190105T154959Z,39,0.8609060829861713,99.3530050466898,87.78641785993871,1.131758277290746,1.190185546875,26.955759,13.821698410576158,TI6A
20190105T164808Z,39,0.8631796625168257,103.03633736832924,87.78641785993871,1.173716161111864,1.251220703125,26.955759,10.54655480015454,TI6A
20190105T185300Z,39,0.8514509558952329,89.43967786490114,87.78641785993871,1.0188327539187232,1.28173828125,26.955759,10.589682627690346,TI6A
20190105T205750Z,39,0.9222553502970589,106.59749732413077,87.78641785993871,1.2142823448406874,1.251220703125,26.955759,6.2450329749595825,TI6A
20190105T235750Z,39,0.8074662189986479,56.39980801735051,87.78641785993871,0.6424662196301842,1.220703125,26.955759,5.005747324594155,TI6A
