event_id,similarity,Mw,M0,fc,dMw,dM0,dfc
20181227T021501Z,0.9754557514129272,1.3385357958539643,101813107679.5064,2.4279230600872834,0.06771216891401954,23810985283.454895,0.46629268111073235
20181227T025351Z,0.958031322230494,1.2848732862657473,84588228424.5293,2.356193312767836,0.07541075012429514,22031807988.525185,0.4789985187155491
20181227T040052Z,0.9662913591964172,1.3099902081952717,92254022659.77133,2.730335684318518,0.06773693105130243,21583296469.91343,0.516572257653907
20181227T043913Z,0.953928945282682,1.2888741879748205,85765235005.14012,2.2516461996473804,0.06574339994092863,19474682666.679913,0.3068592747254425
20181227T062236Z,0.9350585980408664,1.3942377443424991,123411780060.65152,3.508247355727326,0.07051603366042321,30057402060.619488,1.5195222634027519
20181227T093141Z,0.9689482909105972,1.2992123377591698,88882959487.15869,2.6040742847686884,0.0675290591019925,20730804354.447647,0.49457751035111275
20181227T120913Z,0.9416871677269129,1.3222248695566687,96235942575.79141,3.1466857678070355,0.06791488356291207,22574035960.43605,0.8208244710907323
20181227T130419Z,0.946839198134772,1.2834655577420806,84177948356.35997,3.201588282757817,0.06711111933853021,19511909222.48974,0.7022831118097729
20181227T144956Z,0.954361308494461,1.3233912669981631,96624420104.3992,3.1476453523435004,0.07017946806444005,23420918365.95915,0.8667292572626909
20181227T192245Z,0.8126969963676975,0.9969700147010094,31293563612.56364,1.7311359695868178,0.09110577509729664,9847089315.934347,0.2905189991799922
