event_id,similarity,Mw,M0,fc,dMw,dM0,dfc
20190107T000950Z,0.884597330750999,0.9934786935542395,30918473247.009743,3.211414932488827,0.09194210253543508,9818370561.805628,1.36293122954813
20190107T010539Z,0.901179071536216,1.0852754539428435,42453468744.13382,1.5954632215467117,0.09618215502428913,14103101520.560163,0.4281763717381498
20190107T020836Z,0.9443476271992588,1.1735225096666806,57581604799.601234,3.3983234025127933,0.09215571326093601,18327911413.10903,1.9261456464002524
20190107T055829Z,0.979192605311582,1.0681515301084312,40015412221.07427,2.7626392851919555,0.10056515093232625,13898942321.335037,1.5226838712669413
20190107T065927Z,0.8046907618178634,0.8887092625615765,21530984774.44443,0.8489989771877999,0.10707373624424002,7962579819.2775135,0.2399487728517865
20190107T085040Z,0.8745011718162394,1.027992543210889,34832834378.07092,1.2323350319168844,0.09184701168380527,11049962224.07257,0.15090009548947075
20190107T105236Z,0.9999999981720168,1.0785024942552477,41471881735.03595,3.1917969042626257,0.0947516660881972,13572115421.498896,1.6340820869420996
20190107T131739Z,0.911438557553008,1.1387416724972503,51063726902.34727,1.9435106112080045,0.08283723924609221,14609826989.981783,0.2423036592890729
20190107T144159Z,0.9034020051139016,0.8746428212468071,20509932537.82812,1.6660694687675444,0.10751295914367923,7616088728.489857,0.4458884844397663
20190107T155339Z,0.9057726319439632,0.972512107639881,28758627889.073227,1.2656220229340813,0.10271839170620846,10202892717.50748,0.3080364883920196
20190107T172655Z,0.905601878083743,1.1364749211522316,50665505695.45116,1.2299476584160343,0.08756827650316719,15323787879.374065,0.1899622624893086
20190107T174900Z,0.8093932525516097,1.1873535695691908,60399084292.45682,1.5168790155414105,0.1023134385540247,21343713506.538235,0.2993825477696957
20190107T181642Z,0.8918251109621043,1.1717485378123946,57229876236.57161,0.9719254456833426,0.09245184903108412,18274493799.819324,0.2678618924840619
20190107T214345Z,0.8828358860792722,1.053514750368901,38042769469.71636,1.4125579396912387,0.08251173214900849,10841634888.850557,0.11215239040619548
