event_id,group,similarity,amplitude,ref_amp,amp_ratio,med_freq,duration,mean_freq,ref_station
20190119T040409Z,117,0.8785529344922806,169.08961776863123,179.74735630588793,0.9407071193908425,1.77001953125,20.233758,3.784724061423653,TI3A
20190119T045207Z,39,0.8198314774149628,74.00372393396624,84.44991080991828,0.876303162717785,1.068115234375,26.955759,3.209819456786743,TI3A
20190119T060059Z,43,0.9276767532804444,350.46856168205187,245.33016461461872,1.4285587841698622,1.495361328125,26.733758,1.6235372781466288,TI3A
20190119T072035Z,39,0.8376311738521097,94.39004670105015,87.78641785993871,1.0752238102669525,1.373291015625,26.955759,3.0422293942368577,TI6A
20190119T075133Z,116,0.8473910690075849,88.26770712496075,153.81596198337692,0.5738527132476664,1.861572265625,17.745758,7.526902584233483,TI6A
20190119T081513Z,39,0.8263453348066854,72.8407016763842,87.78641785993871,0.8297491052955359,1.251220703125,26.955759,3.770054491017368,TI6A
20190119T085212Z,116,0.8486814216027754,93.85175605156442,153.81596198337692,0.610156155716187,1.89208984375,17.745758,6.734770096363499,TI6A
20190119T092346Z,39,0.8041234108319814,61.7484726601652,84.44991080991828,0.7311845811080846,1.068115234375,26.955759,3.6412118992284186,TI3A
20190119T110203Z,39,0.8611417528928706,81.60616776692203,87.78641785993871,0.929599017209278,1.190185546875,26.955759,3.3829194609289464,TI6A
20190119T132322Z,31,0.909052897481158,655.6517447821532,619.1655946522218,1.058927935345673,1.77001953125,30.595758,2.1255883976052177,TI3A
20190119T141821Z,39,0.8613490911235142,87.82756818062208,87.78641785993871,1.0004687549815396,1.3427734375,26.955759,2.6955083123381267,TI6A
20190119T151927Z,39,0.814786761922676,74.26127651575136,87.78641785993871,0.8459312764559273,1.220703125,26.955759,3.360622503926649,TI6A
20190119T165536Z,117,0.8862618744904323,195.76198896931433,217.21040214284912,0.9012551288430967,1.800537109375,20.233758,5.319428652028746,TI6A
20190119T171136Z,39,0.8606635685537362,99.27490305225066,87.78641785993871,1.1308685953064126,1.434326171875,26.955759,4.32646092694942,TI6A
20190119T203012Z,43,0.9578326621000908,298.338471680018,245.33016461461872,1.216069259761303,1.800537109375,26.733758,2.4332759644094035,TI3A
20190119T214100Z,39,0.8127680620652509,82.33513088927849,87.78641785993871,0.937902843018864,1.251220703125,26.955759,5.540401078016876,TI6A
20190119T224735Z,116,0.8813852347150046,143.95863976047843,153.81596198337692,0.9359148290216864,1.922607421875,17.745758,14.911654040329934,TI6A
