event_id,group,similarity,amplitude,ref_amp,amp_ratio,med_freq,duration,mean_freq,ref_station
20190126T022621Z,43,0.8290187640591888,231.63659930655544,245.33016461461872,0.9441831161301585,2.197265625,26.733758,5.324048529645039,TI3A
20190126T055126Z,116,0.8185065795476607,107.99341268307185,141.10989568256457,0.7653142407957675,1.64794921875,17.745758,3.9672762003428437,TI3A
20190126T063314Z,43,0.9120445693767456,244.93021429533792,245.33016461461872,0.9983697466640147,1.739501953125,26.733758,2.3568430332934733,TI3A
20190126T124927Z,43,0.8696027372732913,240.63560020308978,245.33016461461872,0.9808643000794318,1.983642578125,26.733758,2.7836519742727446,TI3A
20190126T151646Z,43,0.8687401455941379,233.33322473702563,245.33016461461872,0.9510987982401646,1.800537109375,26.733758,2.6306829652493815,TI3A
20190126T152446Z,116,0.8239202856494994,160.4697610676074,141.10989568256457,1.1371970781453489,1.861572265625,17.745758,3.906559524315594,TI3A
20190126T165350Z,43,0.8542614975627977,183.85205490270525,245.33016461461872,0.7494066422346087,1.007080078125,26.733758,2.747566969695582,TI3A
20190126T173647Z,116,0.810799106878097,113.43789066338435,141.10989568256457,0.803897487944927,1.5869140625,17.745758,4.332916262183792,TI3A
20190126T181336Z,31,0.914066607189966,387.95296749216976,619.1655946522218,0.6265738452571457,1.5869140625,30.595758,1.7101086164247972,TI3A
20190126T215427Z,43,0.8635466815143378,241.27246610296496,245.33016461461872,0.9834602543962424,1.953125,26.733758,3.082219958356474,TI3A
