,event_id,group
0,20190101T030951Z,0
1,20190101T035542Z,0
2,20190101T042127Z,0
3,20190101T050539Z,0
4,20190101T053608Z,0
5,20190101T060823Z,0
6,20190101T082400Z,0
7,20190101T091510Z,0
8,20190101T093316Z,0
9,20190101T100901Z,0
10,20190101T103158Z,0
11,20190101T111321Z,0
12,20190101T141313Z,0
13,20190101T142559Z,0
14,20190101T143035Z,0
15,20190101T145830Z,0
16,20190101T152533Z,0
17,20190101T161013Z,0
18,20190101T164910Z,0
19,20190101T171314Z,0
20,20190101T190216Z,0
21,20190101T192748Z,0
22,20190101T200737Z,0
23,20190101T231116Z,0
