event_id,group,similarity,amplitude,ref_amp,amp_ratio,med_freq,duration,mean_freq,ref_station
20190101T004524Z,39,0.8127514320277317,55.12209529253474,84.44991080991828,0.6527194021152345,1.739501953125,26.955759,13.906154460510244,TI3A
20190101T022400Z,39,0.8359682126432215,81.9192737885261,87.78641785993871,0.9331656967621859,1.068115234375,26.955759,2.739708695287653,TI6A
20190101T035543Z,39,0.9063303684432948,117.60135116467005,87.78641785993871,1.3396303668786258,1.068115234375,26.955759,2.0616780079886436,TI6A
20190101T052504Z,39,0.9075512684545284,96.59383547932906,84.44991080991828,1.1438003255769518,1.3427734375,26.955759,3.053043843510354,TI3A
20190101T062612Z,39,0.833331029987681,64.12551748578157,49.69055108719543,1.290497208880942,13.092041015625,26.955759,20.290434707942985,TI4A
20190101T071821Z,39,0.8642132787664969,91.27600089216074,87.78641785993871,1.039750830678495,1.373291015625,26.955759,2.3361982877596033,TI6A
20190101T074051Z,39,0.8320872444991686,80.01181575311813,87.78641785993871,0.9114373009361791,1.068115234375,26.955759,2.651618760872087,TI6A
20190101T081658Z,39,0.8339111412004295,95.50477290202193,87.78641785993871,1.0879219727862421,1.220703125,26.955759,2.2574588598527185,TI6A
20190101T091514Z,33,0.9872396500893386,755.8590089232669,835.6895475857364,0.9044734508250154,1.617431640625,28.367758,1.7025629686669297,TI3A
20190101T095927Z,39,0.8462904036839346,47.53038419200014,87.78641785993871,0.5414320956555468,1.251220703125,26.955759,4.15715597918157,TI6A
20190101T100906Z,33,0.9667083305259192,649.1304223967282,835.6895475857364,0.7767602505883103,1.64794921875,28.367758,1.7185617968535953,TI3A
20190101T103159Z,117,0.8123402389262164,452.6163246257236,217.21040214284912,2.0837691020343447,1.922607421875,20.233758,2.188069876043982,TI6A
20190101T112727Z,39,0.8373174602995758,44.241550404869514,87.78641785993871,0.5039680566013746,1.3427734375,26.955759,3.8000168627263156,TI6A
20190101T134319Z,39,0.9088380435792784,111.31299124780318,84.44991080991828,1.3180948349175752,1.678466796875,26.955759,4.2440565310192735,TI3A
20190101T141318Z,34,0.9622957643770912,547.7472882870393,550.3383812935405,0.9952918184619235,1.373291015625,28.945758,1.7315718685478116,TI3A
20190101T151518Z,39,0.8863731193688102,95.2571309752659,87.78641785993871,1.0851010133167358,1.068115234375,26.955759,2.6938998800767497,TI6A
20190101T160302Z,39,0.8400530991733683,115.60774169731812,31.389877113772194,3.68296254484525,30.33447265625,26.955759,35.51971417234559,TI1A
20190101T161017Z,34,0.9664054273604742,472.09526647616224,550.3383812935405,0.8578272614142012,1.3427734375,28.945758,1.8361585701612388,TI3A
20190101T164915Z,34,0.956471827030566,422.3577689216288,550.3383812935405,0.7674510506225276,1.3427734375,28.945758,2.0017871115271952,TI3A
20190101T171601Z,39,0.8681826947462049,67.8902610898354,87.78641785993871,0.7733572316181396,1.220703125,26.955759,3.0126503918185366,TI6A
20190101T175412Z,39,0.9105982486964952,75.18995761662234,31.389877113772194,2.3953568643832956,30.3955078125,26.955759,33.53490910584082,TI1A
20190101T191543Z,39,0.8861053551047336,111.89249411446066,84.44991080991828,1.32495692465929,1.739501953125,26.955759,4.50481343838887,TI3A
20190101T192753Z,33,0.9999999999279368,771.521743664628,835.6895475857364,0.9232157394974178,1.64794921875,28.367758,1.7765768601863743,TI3A
20190101T195307Z,39,0.8620423609253741,84.4631143960227,84.44991080991828,1.0001563481355729,1.556396484375,26.955759,4.979301057954502,TI3A
20190101T203349Z,39,0.8704494825941881,73.29639768504747,87.78641785993871,0.8349400678586778,1.220703125,26.955759,6.177437216265844,TI6A
20190101T231121Z,34,0.930156026428333,587.4631380273609,550.3383812935405,1.0674580548908121,1.556396484375,28.945758,2.4169145121816626,TI3A
20190101T233305Z,39,0.8082133026049334,104.3450886238055,87.78641785993871,1.188624518092147,1.0986328125,26.955759,5.874866959445641,TI6A
