event_id,similarity,Mw,M0,fc,dMw,dM0,dfc
20190102T003816Z,0.9820905226542064,1.3149284250786195,93841002269.5748,2.631206167309394,0.09949784095452877,32248776491.172646,0.9547588039963096
20190102T024319Z,0.8052791306019852,1.003866519888346,32047914981.659756,1.713634629286494,0.08918284571811592,9871611463.509333,0.3456792784099678
20190102T041157Z,0.966056673407144,1.166103455354226,56124848671.42243,3.2199314639890075,0.11669588584966045,22621306072.738083,1.7806726392462344
20190102T041543Z,0.8354560422150047,1.0820975644221562,41990045635.14854,3.1115361507867387,0.08890895432753693,12894330477.879343,0.9436381906823254
20190102T045627Z,0.9804485925472144,1.2982522167147161,88588699269.75229,2.924176039559697,0.10924045701863812,33424797222.280712,1.5837377161696493
20190102T053545Z,0.971535547811608,1.2339472122281343,70944840776.03204,2.0861150828558235,0.10439763983885193,25581054714.19795,0.7366225776799027
20190102T055518Z,0.8444451437916966,1.0983425482899065,44413379673.46459,1.0851728654917887,0.09360400219294022,14358702199.480116,0.28355625777253485
20190102T060538Z,0.8722774781801048,1.3606212068869272,109883329530.59103,1.76417704718629,0.07698807560203409,29218789670.88377,0.40559180270306366
20190102T063340Z,0.8818771069704575,1.4359035570697873,142513279982.90756,2.294993348426181,0.06787876818943181,33411520174.565716,0.4111052557172659
20190102T071600Z,0.9209361043802068,1.2650290599453884,78984812207.91394,1.3506826464944053,0.07537882250883671,20563635004.832294,0.13918019470421347
20190102T081419Z,0.9152622076905396,1.496894571736079,175930791923.20584,2.2476720856420918,0.06959851436254298,42291079873.339935,0.488002505015387
20190102T083704Z,0.9050097192544684,1.298721766876719,88732486221.79997,1.6620541018613773,0.07326212110072783,22452726509.422977,0.2753560038316956
20190102T090419Z,0.9017442634071804,1.5345141074885378,200341610771.05557,2.3450463026299335,0.07183372560381611,49705735030.59325,0.5445257624972292
20190102T094527Z,0.8828846225207898,0.9895678629904312,30503648967.672203,1.868786318775133,0.09673562242362387,10191665766.099417,0.5083393051447885
20190102T094607Z,0.9806141441765832,1.344829103911506,104050376463.68643,3.327480000185851,0.10298498399405841,37010462259.5998,1.6672460609484678
20190102T103309Z,0.9056744804767236,1.0388148469719072,36159487833.518456,0.764615149291879,0.09480258421958497,11839937070.986732,0.1865560986747578
20190102T105750Z,0.9787699755133435,1.3838418905861989,119059165959.22263,3.19144391592105,0.11077206273601578,45551221407.88813,1.9243695233181557
20190102T113726Z,0.9999999999364108,1.318761339964504,95091568273.0924,3.0712423368069453,0.1036206082024248,34032597292.735,1.4288449400583951
20190102T123841Z,0.9822709061600192,1.416625262779199,133333074695.09924,3.448532315074634,0.10634402895774056,48973140163.771164,1.8863492604583454
20190102T143827Z,0.8618041741321925,1.268564204936494,79955125151.86198,1.9600522116392676,0.08072861706398486,22293628918.795116,0.4204129218710136
20190102T144115Z,0.916060557223835,1.4313594004656842,140294000933.28055,2.530332172733748,0.09081794162170656,44006588562.20291,0.6626772062087564
20190102T150753Z,0.9482087948360024,1.2204412568690106,67711414335.47536,2.953739476371296,0.10056876256243255,23519708751.17372,1.0611508398425642
20190102T152036Z,0.907031983852846,0.9083860866233211,23045128278.981003,1.2629188321215725,0.09846285795677746,7837156423.396058,0.29746254117496485
20190102T160458Z,0.9379566906225394,1.4083577549639275,129579599242.32632,2.1718587806171086,0.09372017988092674,41944661477.1677,0.7110722425147193
20190102T161128Z,0.8838922339962388,0.9680357356248077,28317414861.017918,1.2180803056412788,0.09961087013974732,9742429798.046278,0.29395537676257877
20190102T165037Z,0.9794328638183996,1.3479962124245244,105194811233.49988,3.0791447147765942,0.10040835509820216,36481368291.39337,1.5306983060351331
20190102T174426Z,0.9681693689884652,1.4125905339154565,131487903507.08646,3.410882757482069,0.0935342660544485,42477944328.26776,1.6744905615049308
20190102T181302Z,0.8660975001936514,0.8696766225973587,20161132966.861553,0.7778373384454511,0.11202869793725036,7801016024.83783,0.10985681848483903
20190102T182722Z,0.9155591490002712,1.3905849461251485,121864558430.89055,2.600092007733883,0.07632375589666532,32125071343.43314,0.7676491171526243
20190102T192702Z,0.9743874251061952,1.4208718680248547,135303117128.20792,3.37319745590377,0.09587555045880483,44804601626.330086,1.4641245195491468
20190102T200911Z,0.8643707913343958,1.0165337221103314,33481166696.69005,1.2129747231861157,0.10197648968351279,11792546276.23011,0.3315451658081507
20190102T201859Z,0.981931222746181,1.4487738961967027,148991277617.5086,3.08780571395474,0.09732137887795574,50081352110.36746,1.2781472752027356
20190102T205110Z,0.8727838176698635,1.302912179810086,90026065410.0192,1.3689772302319794,0.07696271032241334,23930709284.81695,0.1313327362462923
20190102T213300Z,0.8294360654467484,1.0407612612312427,36403395316.38015,1.1476540508499038,0.0993541118661523,12492077937.719881,0.2284631106573351
20190102T220142Z,0.93865355596516,1.4101705408019587,130393460506.4894,2.9114965194673883,0.09607953514072913,43270673216.76942,1.1736317396722453
20190102T224216Z,0.9477838232766208,1.3543502549405781,107528944402.0814,3.358534643627496,0.09892705898828802,36740700155.32497,1.7416492238428196
20190102T230812Z,0.9999999998829132,1.4089199030335333,129831434181.41518,1.8398236192704929,0.07703899542723225,34545971734.59329,0.3019035433478105
20190102T235334Z,0.87956098981916,1.2838786177065415,84298127254.95424,1.1621244164603053,0.07628527824528665,22210871981.445095,0.16129574697344393
20190102T235803Z,0.9764359869388848,1.4391204354560019,144105532040.4355,3.296431155627938,0.10008204295900293,49813122141.55782,1.632764513105394
