event_id,similarity,Mw,M0,fc,dMw,dM0,dfc
20190126T022621Z,0.8290187640591888,1.3384058664789018,101767428263.0019,1.5284438027637872,0.09113901588029084,32034657290.29555,0.31237870238839716
20190126T055126Z,0.8185065795476607,0.8191013094723356,16929805325.069212,3.2461560354261985,0.16008260703424398,9360586488.949633,1.9409574876238886
20190126T063314Z,0.9120445693767456,1.4302037624276709,139735142979.21994,1.8539314508642764,0.08687425715381344,41927956434.313896,0.44379498475004814
20190126T124927Z,0.8696027372732913,1.450080158566693,149664995807.6569,1.4516514998817185,0.08455029863856006,43706127818.4576,0.2843487477716452
20190126T151646Z,0.8687401455941379,1.4271297357255337,138259379540.02298,1.7736805249599892,0.08510736263025871,40641402234.654564,0.3029144856052578
20190126T152446Z,0.8239202856494994,1.0371622553606183,35953682840.01708,3.5437781443536904,0.14539615881937298,18055239928.81297,2.3793295709712967
20190126T165350Z,0.8542614975627977,1.348544154322994,105394083471.22409,1.7564893452579868,0.0936828977298093,34102286194.927616,0.4417244711193087
20190126T173647Z,0.810799106878097,0.7943154323434172,15540792024.582851,3.37712303256628,0.15874713556310813,8520910307.700313,1.5617501032000498
20190126T181336Z,0.914066607189966,1.4168834395596566,133452022291.2352,3.4519039847970583,0.10564725122847493,48695665890.676605,3.2603636398364864
20190126T215427Z,0.8635466815143378,1.422247989612048,135947737546.22658,1.7298730243863203,0.0824011603465565,38691205347.137245,0.30512011727428967
