event_id,similarity,Mw,M0,fc,dMw,dM0,dfc
20190121T002306Z,0.8938986828320957,1.2839884642179573,84330115729.5398,3.5636726078060703,0.11541662900847698,33616928444.76369,3.005646010637733
20190121T013629Z,0.9366447543258548,1.4408123353781974,144950094579.6156,2.38409565362826,0.07495935223643006,37527641896.39559,0.6542752559740401
20190121T024131Z,0.8429820637038611,0.9810460816368121,29618913434.99411,3.836464149205738,0.1423119966795656,14558531892.717773,3.2547237801867595
20190121T051055Z,0.966848966476222,1.4593714101820048,154545767360.33542,2.7887755164370662,0.07342831335864172,39194724456.04709,0.7591356413526319
20190121T063434Z,0.8533335832200742,1.1003766742759469,44726509981.940865,2.5744780596988774,0.10039486053132689,15508987284.428349,0.9151203687452865
20190121T065803Z,0.999999993698293,1.1045811920612092,45380762431.74171,3.6904542143457686,0.1202677500127702,18850719105.195107,2.690082084963158
20190121T083230Z,0.8442905494924765,1.08054752553182,41765846528.07332,2.2487057724783637,0.10156757567203466,14651541596.233128,1.0021642095777452
20190121T085152Z,0.9689002631099554,1.425730746103941,137592930074.03476,2.8421933285271956,0.07744182426266527,36802611895.558174,1.0346628315202835
20190121T091012Z,0.83358044831785,0.9686776865301461,28380270452.713512,1.623490994910265,0.09951888285351143,9755038095.89189,0.22800384364977985
20190121T095909Z,0.8958680741191652,1.5484737198648872,210237691805.50638,3.9146331147071347,0.07604016197588795,55215442992.51139,2.1869395412899104
20190121T102855Z,0.806381198765163,1.1662339781780293,56150156010.709854,0.6766329822178534,0.09534973865425365,18491724823.05261,0.12577092348165816
20190121T124751Z,0.8679833122543714,1.2073192907535404,64711122921.770905,3.8761769477172403,0.1184081240647733,26464724940.94038,3.285891261617427
20190121T144420Z,0.8524083698880133,1.2367764711713436,71641506005.75107,3.807239377607164,0.1204588643641056,29806461333.451298,3.50304317007872
20190121T164009Z,0.8442155863249434,1.1875857368437597,60447536374.32782,3.6745735889650266,0.12743969749730513,26606655406.634148,2.999779881204255
20190121T200526Z,0.9196515095596124,1.3967943703527759,124506365452.27136,2.214365704812147,0.07604226637051573,32700436919.166992,0.2842048677810876
20190121T211505Z,0.8764930637911221,1.3530856435952856,107060302312.69743,1.793373344832787,0.07317073974379058,27056577427.890423,0.35760601507597545
20190121T212742Z,0.9105124950723964,1.3863236023520145,120084071253.7851,2.581863316086864,0.07776754431867035,32254531391.704906,0.43388179725145604
20190121T232441Z,0.92966021202675,1.4472357022152247,148201825552.52765,2.2731281293435828,0.08212594686073042,42037888197.3736,0.42925570307543515
20190121T234532Z,0.8282927686825539,1.041458609816912,36491180633.11589,3.645595224582204,0.11799208537568008,14871259065.45994,2.2342352538554477
