,event_id,group,similarity
0,20181225T004851Z,44,0.9540377084441193
1,20181225T013325Z,44,0.9724523251885185
2,20181225T030340Z,44,0.9412090585514808
3,20181225T032950Z,44,0.9609432750555168
4,20181225T073944Z,54,0.8727780478220737
5,20181225T074350Z,44,0.9750611540686993
6,20181225T075414Z,39,0.8196962588197354
7,20181225T092147Z,44,0.9710884744101445
8,20181225T105141Z,54,0.9999999939296554
9,20181225T112025Z,54,0.8734189135306316
10,20181225T113305Z,44,0.9412394608337232
11,20181225T122332Z,54,0.8921835654845047
12,20181225T122827Z,39,0.8132697730348118
13,20181225T155330Z,34,0.8562969332384328
