event_id,group,similarity,amplitude_ratio,Mw,M0,dMw,dM0
20181230T000403Z,54,0.5614310777254109,1.1385673957796625,1.0127914900041315,33051200215.833042,0.07662941405490249,8747615541.59499
20181230T004336Z,39,0.7037038475792589,0.665818732201638,1.2344382521219694,71065264727.96053,0.06948839366496279,17055976867.401484
20181230T011812Z,39,0.7349298630852875,0.7028708884810008,1.2220304834875728,68084103811.05335,0.06909270168128837,16247436485.629528
20181230T021513Z,54,0.5629768651306907,1.1518184854965643,0.9897676085166083,30524700592.46663,0.07474194824217373,7879937531.528102
20181230T022332Z,39,0.8891905438240254,0.8407928346879218,1.299288013815648,88906194381.68301,0.0688301173774553,21135741011.68523
20181230T023223Z,39,0.7593809027370554,0.5280561929801875,1.1643177663602247,55779761055.414764,0.06975007055541091,13437802336.776628
20181230T031220Z,39,0.8052292553288289,0.9806340242166948,1.3486402460577,105429068423.325,0.06887340803757883,25079500953.08514
20181230T035310Z,39,0.5082731603800295,0.6354563454706773,1.211797986706845,65719913032.649994,0.06971242459312152,15823921345.294949
20181230T041925Z,39,0.7435661141757267,0.8257938990188985,1.296176961066121,87955994125.70361,0.06927731913128718,21045704223.039425
20181230T045305Z,39,0.9054822684149768,1.0063614275453767,1.3699190309727785,113469344620.42049,0.06864466982993632,26902479844.390022
20181230T051645Z,54,0.6258571535856191,1.279387418517065,1.0695562848817826,40210032796.13975,0.07546829721235786,10481077353.362787
20181230T060639Z,39,0.7985520561109961,0.6717772481915472,1.2484757190113687,74595663041.05872,0.06837586224788866,17616650658.440567
20181230T063200Z,39,0.8553940206271267,0.923924907674,1.3336932851210594,100124400256.09912,0.06886275170856031,23813939626.592712
20181230T071307Z,39,0.7117310306417922,0.6643912242773712,1.2271625370430188,69301686818.4371,0.06974139293019747,16693268182.740133
20181230T073154Z,54,0.5327951764175393,1.1196779828990475,1.0339992440164014,35563038999.020744,0.07661391077739131,9410516171.780985
20181230T073726Z,39,0.8089304470642684,0.6650206684319889,1.2715235772351834,80776562186.46046,0.06883512067331592,19204472900.43837
20181230T082653Z,39,0.7427425352632628,0.6580307514540099,1.247892203868135,74445475089.2471,0.06844253025089952,17598324039.86238
20181230T091044Z,54,0.6541610790491389,1.324252612564124,1.0724845398294587,40618773890.181335,0.07575987069511636,10628524604.64775
20181230T093544Z,39,0.6476877463599896,0.6429239002358663,1.1976984527219345,62596158143.26086,0.0689770462810989,14912800912.222553
20181230T100539Z,39,0.8813471881007708,0.9279006076293604,1.3385231795728583,101808671260.713,0.06853882243271318,24100627796.612
20181230T104636Z,54,0.5099908663224322,1.047414609602431,1.0224041479155765,34166950767.03554,0.0754128841138123,8899358866.217808
20181230T105133Z,39,0.6514865439744105,0.5313219092483364,1.176051077428685,58086688222.358734,0.06969396485576188,13982303861.479324
20181230T114542Z,39,0.7585266786959625,0.6716228940576694,1.2368562683912723,71661253830.52281,0.06999262795256991,17323819506.04138
20181230T114940Z,54,0.5556255069167563,1.259011639145445,1.0760196155185486,41117757727.76505,0.0755450911590365,10728589304.841213
20181230T120830Z,39,0.8549594554457577,0.8674281858135362,1.3404339433183141,102482784055.9697,0.06867497698754285,24308400624.225197
20181230T124836Z,39,0.532553418010198,0.4513107929301582,1.1575852420450063,54497660999.29589,0.06972188531804939,13123628650.460148
20181230T134925Z,39,0.8477226941121864,0.7124970738203352,1.2693501941710785,80172475068.59402,0.06868833761691481,19020207248.415096
20181230T140229Z,54,0.521319641743185,0.9829271772394494,0.9824297265989692,29760799218.704308,0.07496516755316589,7705681488.86809
20181230T140937Z,39,0.5291656580640572,0.5106598823158551,1.1887428637734567,60689602872.88309,0.07003594602713357,14680547169.006935
20181230T142712Z,33,0.9638775196912936,1.1292658871226608,1.6403636303161946,288765593367.8678,0.06242726497977741,62262521049.83363
20181230T143722Z,54,0.5155801466538531,1.0448458633014353,0.9884436526558078,30385436459.88196,0.07780763747849193,8165723224.257749
20181230T144224Z,39,0.8061753460332387,0.9711603420942648,1.3228858580884566,96455897663.67845,0.06951763743760753,23159583192.665363
20181230T152327Z,39,0.883500718753846,0.8014112974017777,1.2990596580222196,88836100558.75758,0.06910555068791693,21203588483.934666
20181230T160837Z,39,0.8020580679689244,0.7638838188602459,1.2487495320915913,74666242787.37993,0.06866486605938227,17707849536.854908
20181230T161802Z,39,0.5482918706325848,0.8138110305469894,1.2451481306367143,73743236774.35257,0.06959956114457364,17727016335.952526
20181230T161824Z,54,0.5354859580466562,1.5153741502022282,1.0804037198510557,41745107116.57883,0.07359632436815772,10611301451.510178
20181230T173558Z,39,0.897381888242955,1.0580966799954965,1.3695904101537772,113340628149.02847,0.06868713162043687,26888584709.26736
20181230T191636Z,39,0.8510252759456863,0.9355668843236628,1.325464853832612,97318920013.68451,0.06918153308612786,23253825567.830227
20181230T194728Z,39,0.8786598047238204,0.7985509062030944,1.2930759902723725,87018979406.88101,0.0688773532496398,20701288758.370926
20181230T202630Z,39,0.8977278447221563,1.2474922524263068,1.401693148056271,126630908324.9182,0.06921553652619156,30272637435.193363
