event_id,similarity,Mw,M0,fc,dMw,dM0,dfc
20190123T003946Z,0.8865872078939646,1.4230466492529397,136323263366.24498,4.028316938008746,0.08162078737669107,38430647489.29393,1.8712084173729147
20190123T015254Z,0.9047395377195744,1.4774772922540373,164518953526.12585,3.957711790027259,0.07501932432139444,42628105741.19492,1.8922404222141194
20190123T030429Z,0.8810135971209275,1.5592830447929646,218235082539.22278,2.7559406977912415,0.07302481453436423,55042984972.35552,1.0507947794792933
20190123T030605Z,0.8978360704710194,1.5536578279057327,214035958487.95248,1.6296375745237117,0.07268951247816706,53736013662.10444,0.27300357367994554
20190123T033938Z,0.9149414479582632,1.484774154007674,168717927127.39352,4.026084716063561,0.07318573489949937,42647602037.53588,1.8766141168575232
20190123T041057Z,0.8280689126564367,1.428331337931981,138834374160.85626,2.4926547104995658,0.06816938938386727,32688377033.576813,0.34267134702132424
20190123T042648Z,0.9094972190492312,1.538085601582221,202828230753.53305,0.9794512735194363,0.07534626311360469,52783364323.15213,0.14442213828442843
20190123T050548Z,0.9289380979509396,1.600104656732272,251279457110.83392,1.843648299206509,0.07014352119209592,60876755264.36443,0.25511448238065215
20190123T062058Z,0.9043675312217868,1.3818024033735554,118223443539.93413,1.0813329614877205,0.08575882717279461,35017842563.46755,0.15995719067960054
20190123T065050Z,0.9376844468549544,1.4769680549836721,164229844802.92886,4.391601149690876,0.07607851682330172,43154001022.43725,2.2875111981285534
20190123T070000Z,0.8079163605270033,1.1595971939616003,54877686067.76951,3.4493621856000423,0.12068224698116273,22874211185.32873,2.6941830864816803
20190123T072012Z,0.8696260364201548,1.4461940172186676,147669575294.549,2.120566174846969,0.07428843733711814,37889528124.300865,0.39647160462239095
20190123T080759Z,0.8377351785861088,0.9906059784252381,30613216835.309612,3.202657435170966,0.13617497000756018,14398365825.812752,1.9396633431941108
20190123T081241Z,0.8538697043671323,1.4018200941290164,126686442605.83331,1.091196711460599,0.07463220158898984,32656026672.43934,0.15550448841613215
20190123T083534Z,0.9397229467366214,1.57468855038978,230161577547.49594,1.8727357848658608,0.07381808597016752,58681681991.352135,0.3378288229322976
20190123T095004Z,0.8190553138568797,1.4361582156217434,142638684031.17575,2.1151803480927236,0.06753106112732629,33269620356.044132,0.35350730414383663
20190123T095417Z,0.8395938622767333,1.0440987701963174,36825457864.73435,3.5548329700786665,0.1508836634069352,19190987523.89853,2.91830723334749
20190123T100052Z,0.9117468884903838,1.5859978600133866,239329806687.11002,2.3975479963938398,0.07069075886162145,58434102980.44923,0.4811309903829793
20190123T114250Z,0.9037583329324542,1.4397551868103768,144421808877.98206,2.3338877087557317,0.07879617560478175,39304734532.793846,0.44613220666925535
20190123T121426Z,0.8481262586413835,1.5840624126025187,237735270659.93445,3.2766429728646997,0.06739062209208714,55335015009.14558,0.6550202144397362
20190123T133036Z,0.8618785309606413,1.4747137275746365,162956088420.61774,1.2683240431616216,0.08179073268906471,46034309978.990814,0.18473528579637832
20190123T180846Z,0.802389737051734,1.6579639159256212,306863952008.3372,1.1646325823004322,0.07185439747399638,76156359210.75464,0.19360576640509614
20190123T194702Z,0.817480760513596,1.4972749063807491,176162051632.11423,1.795074018978709,0.07485838156641844,45546996202.23694,0.19845150688924823
