event_id,group,similarity,amplitude,ref_amp,amp_ratio,med_freq,duration,mean_freq,ref_station
20181231T033640Z,39,0.801626416818773,136.73073956344697,87.78641785993871,1.5575386591305942,1.068115234375,26.955759,4.462336476982165,TI6A
20181231T052617Z,39,0.858677725350471,101.71415091817758,84.44991080991828,1.2044317151159347,1.861572265625,26.955759,11.567129951576101,TI3A
20181231T062019Z,39,0.8307715559577873,80.94514691129662,84.44991080991828,0.9584989034919141,28.656005859375,26.955759,31.12583500753372,TI3A
20181231T080831Z,39,0.8495187481052424,88.29474103180662,84.44991080991828,1.0455279370340884,1.40380859375,26.955759,3.6217919865755928,TI3A
20181231T120032Z,39,0.880894347110894,61.65274946206818,87.78641785993871,0.7023039664340078,1.220703125,26.955759,3.5320924395386095,TI6A
20181231T174653Z,33,0.8879648333142844,805.6610992689739,835.6895475857364,0.9640674597360789,1.8310546875,28.367758,16.067570305081485,TI3A
20181231T185838Z,44,0.8367627312603679,540.40860089511,181.7419258779863,2.9734944112890993,28.656005859375,26.611759,32.70795615810946,TI4A
20181231T220117Z,44,0.8889485314472844,344.0992017955847,197.30736883404566,1.7439754218455215,1.617431640625,26.611759,3.9428670064775324,TI6A
20181231T231759Z,39,0.8513469472985209,68.09409148256331,84.44991080991828,0.8063252030642282,1.129150390625,26.955759,8.660999825504204,TI3A
20181231T232141Z,33,0.9774902464600927,679.8156120137196,835.6895475857364,0.8134786584057101,1.617431640625,28.367758,1.778907408655448,TI3A
