event_id,amplitude,med_freq,duration,energy,mean_freq
20190115T111106Z,3247.707623838782,1.40380859375,18.751758,43041.749020384756,7.825054104759817
20190115T124641Z,12414.511231425382,1.678466796875,30.717758,566413.2953064581,1.9059588319618979
20190115T140834Z,8368.085469476066,1.8310546875,19.939759,305147.3804464432,2.244298696699372
20190115T141448Z,3518.1690706186796,1.8310546875,16.683759,52399.05834469949,7.928700178078073
20190115T151545Z,47137.65769824254,2.0751953125,21.423758,8362159.724744115,4.022047823240859
20190115T165140Z,6340.700129763514,1.129150390625,18.571758,159699.67358968128,3.5717778312754387
20190115T181658Z,27887.10820569832,1.251220703125,30.859759,2557832.0119480523,1.283518326132873
20190115T201158Z,6786.902090696479,1.190185546875,27.603758,153067.06786429018,1.499976009967821
20190115T201444Z,12570.27078637144,1.28173828125,31.959758,392939.7562648242,1.3127280195406326
20190115T230808Z,6917.123951041008,1.312255859375,27.605758,158830.22267308878,1.5716199158838828
20190115T232151Z,4907.5989689002945,1.15966796875,17.165758,108054.04378681362,2.529836168141663
