event_id,similarity,Mw,M0,fc,dMw,dM0,dfc
20190103T003053Z,0.9105458521006762,1.3997416595254286,125780260337.65578,2.1423530483203215,0.07425567155818974,32258863821.635754,0.5510325709629228
20190103T010723Z,0.9754455916896888,1.4464281673498594,147789047808.8342,2.4023670096472203,0.09076015826194192,46328095085.604614,0.7266589824859452
20190103T014716Z,0.9547854450948888,1.3528460540410414,106971745166.46375,3.3318239613322698,0.1006924638377982,37202574626.218155,1.8304201256083976
20190103T022029Z,0.8265227339155256,1.1654845051951543,56004994354.87298,1.376151454261369,0.08580507220008181,16597652460.809687,0.21849583321142468
20190103T022821Z,0.967655407847704,1.4040778492904842,127678206627.94792,3.3900690766421135,0.09535526660220273,42050232985.730034,1.5582863353773988
20190103T030727Z,0.9742403876919644,1.3918583944910452,122401740049.82983,3.528877135306383,0.10293527708001804,43516982895.64857,1.9315860937347067
20190103T035058Z,0.9554103445473784,1.355719915062414,108038830054.3977,3.1825979768458375,0.09479933755223763,35374647661.39018,1.406729303929541
20190103T041115Z,0.8130788059310706,0.7818767062173446,14887269807.705402,1.1094043867189645,0.11266374040592797,5793035270.507909,0.20128740893250271
20190103T042336Z,0.9303701748938202,1.337948111786007,101606658162.94022,1.5152135797152817,0.09359858328098387,32847202712.392597,0.28628255731358504
20190103T044705Z,0.9076447844159392,1.2424944876807205,73070441518.64143,2.841307130308318,0.10907717525584078,27528500893.983513,1.1770066164757034
20190103T060827Z,0.958091709035975,1.4657387334275978,157982179188.8227,2.69375989080085,0.09319927171302426,50854286633.49266,0.877632394862523
20190103T070448Z,0.9751403770554232,1.4153214010227275,132733975329.32985,3.2843272483794794,0.09954910661923315,45637980262.19586,1.5655035930988754
20190103T084612Z,0.8639099771911954,1.1689456758205505,56678521616.35726,1.5249169102903297,0.07897500839275978,15460201223.572754,0.23420356245022242
20190103T090435Z,0.924565556710254,1.3174552665355188,94663574584.20755,3.1550402641013444,0.11022498773984578,36038765570.634315,1.283736084356535
20190103T091745Z,0.8118777212189158,0.9876506013870188,30302321530.861034,1.5696147911206275,0.12470205923504142,13051381212.376888,0.24929719356395572
20190103T092510Z,0.8354849055300888,1.2131710762397825,66032328846.232216,1.4204277982464495,0.08042563176086184,18342479534.251633,0.17923410900794165
20190103T092720Z,0.85332767514558,1.0309255952706486,35187498437.12626,0.848550424655012,0.0895504816583112,10883366809.957626,0.11437642226814243
20190103T101020Z,0.8443829936081625,1.08269042265103,42076115053.1293,1.4302341418174753,0.08719263971379557,12671336017.116375,0.23295984357854047
20190103T105709Z,0.9488826420641308,1.1880660384628818,60547896195.71155,3.074467439635728,0.11941193001009834,24972022823.415726,1.4952030985863638
20190103T124524Z,0.8394047675375861,0.9583005578282817,27381096556.31155,0.92370056396922,0.09979318313573848,9437536845.25301,0.1944591655354144
20190103T145616Z,0.8116516559519785,1.035706574382396,35773370589.27382,1.2545985476021537,0.09238078208548009,11414277951.637783,0.20429139020389722
20190103T152605Z,0.8908937112403642,1.4589834229125227,154338805375.4026,2.3773538632339273,0.09188887316846348,48982958003.38495,0.5970734170995832
20190103T155155Z,0.8557412756681156,1.0572229686233294,38533144663.58703,1.2932301924316325,0.09554261131459132,12715648310.293839,0.282243437778894
20190103T184231Z,0.8172745299404826,0.9658678474352422,28106176626.568024,1.0503594137839085,0.09843164682100378,9555281150.721827,0.19719048841415757
20190103T213240Z,0.8679378099849578,0.9396850205561664,25676009685.351536,1.4521800680578731,0.08950215150222682,7937211516.342442,0.16312561216673316
20190103T230937Z,0.8449924956373054,1.058931511624344,38761204785.30899,1.2184784014868821,0.09112593958415402,12199618067.891834,0.24056902939365007
20190103T231431Z,0.943641499016024,1.3822809901624744,118419026154.88463,3.426854080048554,0.09867015864353083,40356571119.35575,1.6337515911425575
