event_id,group,similarity,Mw,M0,dMw,dM0
20190122T003728Z,116,0.7829569441724692,,,,
20190122T005121Z,31,0.9234617988192269,1.4926282176120864,173357376676.6387,0.06595895687517007,39493266235.26256
20190122T022229Z,43,0.9266948225401525,1.5149200766341728,187232016606.92508,0.06996629382014118,45245556295.28799
20190122T024805Z,31,0.8762497433326718,1.518394791438677,189492570522.85007,0.06651577728357759,43533522101.93996
20190122T024839Z,117,0.6076729275054514,,,,
20190122T033842Z,31,0.8720759390628013,1.4976622965413302,176397913898.9239,0.06657980494484912,40564199602.30459
20190122T045335Z,31,0.8751718236168508,1.4994132782401346,177467943759.86157,0.06613197075487529,40535760949.18998
20190122T055836Z,31,0.841176401515645,1.4591976533219828,154453046871.6965,0.06635001549123505,35395206983.84719
20190122T065115Z,116,0.6774090985304931,,,,
20190122T072500Z,31,0.8873837939120492,1.5206002220969026,190941501393.04395,0.06606855983124185,43571460845.30651
20190122T082422Z,43,0.8138324511889362,1.5405245538498749,204544040574.4436,0.06968411236284079,49229740995.35389
20190122T095134Z,31,0.8651136384374437,1.5184812410386899,189549158863.85358,0.06637084705857564,43451639695.84029
20190122T112311Z,31,0.9202689731922944,1.517642903540338,189001110229.06992,0.06606322101625428,43125192597.41138
20190122T133706Z,43,0.909236586164072,1.549023191186504,210637061151.02396,0.06962739539226162,50654949183.62855
20190122T140346Z,31,0.9149766237395244,1.527828401049459,195768404593.6993,0.06664807978876226,45064773304.16389
20190122T150704Z,31,0.8899406173014962,1.5091071015813151,183510387541.6536,0.06609240106295859,41890845859.25216
20190122T153317Z,116,0.6994921259100013,,,,
20190122T155811Z,31,0.8887290358181078,1.5232584320638498,192702632733.798,0.06586134520871861,43835422090.178406
20190122T162510Z,31,0.8871218587596753,1.48602866320038,169450554681.50958,0.0663284634455632,38819494802.58442
20190122T164456Z,31,0.8729420548564583,1.4576243821929875,153616042778.69424,0.0663799855111459,35219296302.96649
20190122T171805Z,117,0.6828267259225878,,,,
20190122T172722Z,31,0.8943207762120498,1.5177680499934292,189082821828.52002,0.06629678339153673,43296369413.52557
20190122T183152Z,31,0.8566635779658899,1.5244582340787547,193502843416.861,0.06609133453931326,44171161590.148056
20190122T190815Z,31,0.854287241710496,1.5108018545756625,184587709953.7495,0.06579733483799728,41948654190.51635
20190122T194457Z,31,0.8584591558632843,1.509534304088179,183781357930.10037,0.06669827030572051,42337282186.92258
20190122T203542Z,31,0.8815138648002563,1.5437778726739406,206855374418.0135,0.06626148647245136,47340727887.050896
20190122T211902Z,31,0.8517119508785732,1.5260082916937705,194541579460.67758,0.06634230762508685,44576909844.29445
20190122T220037Z,31,0.8593427067379151,1.5329530998423353,199264369683.66736,0.06614521432107383,45523435094.724754
20190122T220241Z,43,0.6321682177366164,1.4961479698205302,175477708603.27545,0.06932587109352661,42016922318.833916
20190122T223631Z,31,0.8712030103048457,1.5146390431540349,187050367040.29166,0.0668107710984158,43163037214.18529
20190122T224331Z,43,0.7238661390461313,1.6337178734830609,282212866649.5755,0.06993823447147099,68170805044.90819
20190122T230457Z,31,0.8517688754810321,1.5477230805123492,209693332064.98685,0.06595165795330668,47765825336.41312
