,event_id,group,similarity
0,20190121T002306Z,117,0.8938986828320957
1,20190121T010421Z,39,0.7952847623718661
2,20190121T011544Z,116,0.7488620707537074
3,20190121T013629Z,43,0.9366447543258548
4,20190121T024131Z,116,0.8429820637038611
5,20190121T024200Z,39,0.7059192328597748
6,20190121T031743Z,116,0.7166259440783938
7,20190121T043109Z,117,0.7837508893395869
8,20190121T051055Z,43,0.9668489664762219
9,20190121T061346Z,117,0.768792894685637
10,20190121T063434Z,39,0.8533335832200742
11,20190121T065803Z,116,0.999999993698293
12,20190121T073301Z,39,0.7544816167196635
13,20190121T083230Z,39,0.8442905494924765
14,20190121T085152Z,43,0.9689002631099554
15,20190121T091012Z,39,0.83358044831785
16,20190121T095909Z,31,0.8958680741191652
17,20190121T102855Z,39,0.806381198765163
18,20190121T122519Z,116,0.6989549036725093
19,20190121T124402Z,39,0.7062934124827566
20,20190121T124751Z,117,0.8679833122543714
21,20190121T134626Z,39,0.7867233753671844
22,20190121T144420Z,116,0.8524083698880133
23,20190121T164009Z,116,0.8442155863249434
24,20190121T184846Z,116,0.6227854809723526
25,20190121T200526Z,31,0.9196515095596123
26,20190121T211505Z,43,0.8764930637911221
27,20190121T212742Z,31,0.9105124950723965
28,20190121T213906Z,116,0.7557984424760661
29,20190121T223738Z,116,0.7106552841867534
30,20190121T223922Z,116,0.6109241974138575
31,20190121T232441Z,31,0.92966021202675
32,20190121T234532Z,116,0.8282927686825539
