event_id,group,similarity,Mw,M0,dMw,dM0
20190121T002306Z,117,0.8938986828320957,,,,
20190121T010421Z,39,0.7952847623718661,1.368543061234413,112931368736.00037,0.0790096408295253,30817799629.12049
20190121T011544Z,116,0.7488620707537074,,,,
20190121T013629Z,43,0.9366447543258548,1.5287109443534224,196366055591.8371,0.06996638592556532,47452905116.39569
20190121T024131Z,116,0.8429820637038611,,,,
20190121T024200Z,39,0.7059192328597748,1.3380427303764115,101639868750.18803,0.0790447142509354,27748778939.07119
20190121T031743Z,116,0.7166259440783938,,,,
20190121T043109Z,117,0.7837508893395869,,,,
20190121T051055Z,43,0.966848966476222,1.5215787617236387,191587928872.30927,0.07003652490257187,46344657751.67331
20190121T061346Z,117,0.768792894685637,,,,
20190121T063434Z,39,0.8533335832200742,1.4446163312180804,146867092336.46878,0.07875644520395797,39950070488.47954
20190121T065803Z,116,0.999999993698293,,,,
20190121T073301Z,39,0.7544816167196635,1.3136688103475063,93433628606.81438,0.07864674280260295,25379958292.186058
20190121T083230Z,39,0.8442905494924765,1.3641932033212942,111247383414.1686,0.07893283283722499,30328745187.345303
20190121T085152Z,43,0.9689002631099554,1.5271906625109235,195337665792.1115,0.06954795156114085,46922083118.716125
20190121T091012Z,39,0.83358044831785,1.366088366410482,111977959563.07204,0.07855113605259846,30380293682.23955
20190121T095909Z,31,0.8958680741191652,1.5121364770096761,185440553763.80905,0.06542908480860617,41906607928.77658
20190121T102855Z,39,0.806381198765163,1.37220041044925,114366970122.41754,0.07865358247997498,31068913924.78817
20190121T122519Z,116,0.6989549036725093,,,,
20190121T124402Z,39,0.7062934124827566,1.2308396583379544,70187453762.85045,0.07998253592880133,19389276549.4158
20190121T124751Z,117,0.8679833122543714,,,,
20190121T134626Z,39,0.7867233753671844,1.3760943800663066,115915515272.70293,0.07865867783147494,31491631432.480846
20190121T144420Z,116,0.8524083698880133,,,,
20190121T164009Z,116,0.8442155863249434,,,,
20190121T184846Z,116,0.6227854809723526,,,,
20190121T200526Z,31,0.9196515095596124,1.450798700793535,150036889231.8921,0.06618576256803778,34298061595.085537
20190121T211505Z,43,0.8764930637911221,1.48437686751834,168486574708.78558,0.0694787515001237,40431909717.10256
20190121T212742Z,31,0.9105124950723964,1.4765549311412558,163995675758.28775,0.06616771387668156,37478782494.655655
20190121T213906Z,116,0.7557984424760661,,,,
20190121T223738Z,116,0.7106552841867534,,,,
20190121T223922Z,116,0.6109241974138575,,,,
20190121T232441Z,31,0.92966021202675,1.5226641465471662,192307499003.8005,0.06581791898906812,43716694263.37121
20190121T234532Z,116,0.8282927686825539,,,,
