event_id,group,similarity,Mw,M0,dMw,dM0
20190104T000715Z,39,0.7522466170289137,1.3274434558547172,97986260500.31113,0.07224853428334119,24451255988.89214
20190104T004731Z,39,0.6382042139987968,1.3522456976765982,106750162921.384,0.072256012384746,26640936330.752705
20190104T034804Z,39,0.6469003100647411,1.4887785992325755,171067653718.8537,0.06984814963194526,41269551785.83916
20190104T042220Z,39,0.8134760612533927,1.4274066883965393,138391696294.67822,0.0719589923173756,34395533763.68641
20190104T045645Z,39,0.6748975598582684,1.3766213668027287,116126690758.81528,0.07201577812149092,28884619805.73652
20190104T053118Z,33,0.9314054393906864,1.5839183456063353,237617005445.9118,0.06994155241454307,57401036394.07156
20190104T053638Z,39,0.7546212916897729,1.4138195145317365,132047222855.82887,0.07188492143720203,32784911977.444447
20190104T061340Z,39,0.63312565897979,1.3927663058642725,122786171674.84496,0.07227936995919453,30652843283.200043
20190104T061908Z,34,0.771907895206699,1.3842488566192195,119226634488.65567,0.06978949018862053,28738907761.62996
20190104T073037Z,34,0.8476484589724086,1.4651447656832142,157658412242.33636,0.07058274788137388,38434625903.75783
20190104T084641Z,34,0.6898799636052221,1.428344693857797,138840778701.25958,0.07059966123702907,33855295256.933086
20190104T091558Z,32,0.6030901919632689,1.1690094687582295,56691011140.994064,0.07692549875903577,15062306184.72326
20190104T101406Z,34,0.8730103300125629,1.4047776389649886,127987176547.49303,0.07070053954030726,31253318243.279408
20190104T105707Z,34,0.9154813869426612,1.4485504802134521,148876352626.01013,0.07102247920237396,36519808903.9786
20190104T114304Z,34,0.8543389044410766,1.4359439242083578,142533151019.56607,0.07046404190952475,34688888572.535614
20190104T123231Z,34,0.9182022892796508,1.462940646907846,156462754033.2637,0.06964894004606004,37638510604.649574
20190104T123408Z,39,0.7750407713150866,1.4497927942649547,149516523828.95038,0.07218950002362454,37279508088.08604
20190104T132948Z,33,0.9488331059565828,1.6055353426562755,256037167480.82443,0.07006391784581344,61958997231.21813
20190104T140107Z,39,0.7509957558638631,1.4636898764390054,156868164398.62744,0.07181150899167672,38907722988.50907
20190104T205424Z,39,0.615420903018231,1.4830170665365863,167697118312.4316,0.07214706477395617,41787964255.0515
20190104T213127Z,39,0.7008624840007508,1.482490629323415,167392480112.24423,0.07246871338980118,41898014493.64695
