event_id,group,similarity,Mw,M0,dMw,dM0
20190107T000950Z,39,0.884597330750999,1.3612106128030081,110107250815.85106,0.07288451209332293,27717759221.166664
20190107T010539Z,39,0.901179071536216,1.3946790486167417,123600029078.19525,0.07225193301502127,30844305167.577045
20190107T020702Z,117,0.7975321636781711,,,,
20190107T020836Z,39,0.9443476271992588,1.422619213182693,136122156197.26724,0.07200521459564724,33853199188.436607
20190107T041945Z,39,0.6090975124940124,1.183279107467869,59555059270.79481,0.07336606023450566,15091096874.806866
20190107T043804Z,116,0.6487033024925775,,,,
20190107T050830Z,116,0.6150298586526752,,,,
20190107T051636Z,117,0.6320804344159172,,,,
20190107T055829Z,39,0.979192605311582,1.4250820832746154,137285011651.89102,0.07232964714075507,34296232847.512184
20190107T064504Z,116,0.7551716973659772,,,,
20190107T065927Z,39,0.8046907618178634,1.2447334095865985,73637682890.06471,0.07289228576154566,18539099324.440975
20190107T070642Z,116,0.7045273194911488,,,,
20190107T074941Z,39,0.716249466112138,1.0939851139007368,43749961064.014465,0.07568159294974028,11436019392.77462
20190107T075056Z,116,0.7395471218174372,,,,
20190107T080419Z,116,0.6365516216459959,,,,
20190107T085040Z,39,0.8745011718162394,1.418782108069526,134330045577.6951,0.07258096179866778,33674629702.041542
20190107T093912Z,117,0.7236979111097379,,,,
20190107T095920Z,117,0.6412079288414749,,,,
20190107T102238Z,117,0.67500621877129,,,,
20190107T103115Z,117,0.7294641237526305,,,,
20190107T105236Z,39,0.9999999981720168,1.4020259824492225,126776563029.48582,0.07232391481158505,31668525827.6871
20190107T123027Z,117,0.6920655526998385,,,,
20190107T124117Z,117,0.7471062915173546,,,,
20190107T131739Z,39,0.911438557553008,1.404467429199788,127850121121.24275,0.07217266003304713,31869907555.91591
20190107T134141Z,116,0.6097893707351654,,,,
20190107T140439Z,39,0.6806610141066014,1.1406143071338457,51395069857.58608,0.07321731083933793,12996971970.08362
20190107T144159Z,39,0.9034020051139016,1.354239352017765,107487763851.61194,0.07216226627120229,26790211339.885517
20190107T145833Z,117,0.6560502183139227,,,,
20190107T155339Z,39,0.9057726319439632,1.3608998316067176,109989125077.52931,0.07296322383292786,27717924656.963898
20190107T155829Z,116,0.6228739941646403,,,,
20190107T172655Z,39,0.905601878083743,1.3996090684012668,125722672012.21628,0.0729229644948323,31665391788.41561
20190107T174900Z,117,0.8093932525516097,,,,
20190107T181642Z,39,0.8918251109621043,1.382102058702758,118345864933.65878,0.07238574553887415,29587828149.889458
20190107T203837Z,117,0.7308175619597909,,,,
20190107T213745Z,116,0.6128715271117358,,,,
20190107T214345Z,39,0.8828358860792722,1.3394460028738422,102133685636.06485,0.07210535242192628,25435686051.081093
20190107T222549Z,39,0.7334613301533374,1.2163677381680076,66765423366.27789,0.07333425720375207,16910850586.920713
