,event_id,stations,ref_time,ref_duration,group
0,20190102T003816Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI4A.']",2019-01-02T00:38:16.590000Z,28.945758,34
1,20190102T010027Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-02T01:00:27.410000Z,26.955759,39
2,20190102T020431Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-02T02:04:31.658000Z,26.955759,39
3,20190102T024319Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-02T02:43:19.954000Z,26.955759,39
4,20190102T032737Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-02T03:27:37.876000Z,26.955759,39
5,20190102T041157Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-02T04:11:57.378000Z,28.367758,33
6,20190102T041543Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-02T04:15:43.078000Z,26.955759,39
7,20190102T045627Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI4A.']",2019-01-02T04:56:27.318000Z,28.945758,34
8,20190102T053545Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI4A.']",2019-01-02T05:35:45.246000Z,28.945758,34
9,20190102T055518Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-02T05:55:18.168000Z,26.955759,39
10,20190102T060048Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.']",2019-01-02T06:00:48.942000Z,20.233758,117
11,20190102T060538Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.']",2019-01-02T06:05:38.676000Z,25.391759,32
12,20190102T063340Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.']",2019-01-02T06:33:40.034000Z,25.391759,32
13,20190102T064551Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-02T06:45:51.780000Z,26.955759,39
14,20190102T065232Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-02T06:52:32.036000Z,28.367758,33
15,20190102T071600Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.']",2019-01-02T07:16:00.440000Z,25.391759,32
16,20190102T073455Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-02T07:34:55.308000Z,28.367758,33
