,event_id,group,similarity
0,20181229T002919Z,39,0.8370694028706639
1,20181229T010210Z,117,0.6443928786820716
2,20181229T014018Z,39,0.6621444437774714
3,20181229T014323Z,117,0.7687628214090041
4,20181229T015416Z,54,0.6127422957031284
5,20181229T022241Z,39,0.6500405070507537
6,20181229T041233Z,39,0.6514697148649639
7,20181229T053233Z,116,0.7493812471965008
8,20181229T054138Z,39,0.8250414807614965
9,20181229T064143Z,116,0.671507792788646
10,20181229T071846Z,39,0.718085190788264
11,20181229T072200Z,116,0.7120180154611293
12,20181229T072254Z,39,0.674582872396326
13,20181229T075809Z,116,0.672498306297677
14,20181229T080350Z,39,0.6522669220706782
15,20181229T083315Z,39,0.668613450640625
16,20181229T083729Z,116,0.7154193180922608
17,20181229T085127Z,54,0.6169867837442087
18,20181229T091747Z,39,0.859483228917687
19,20181229T095037Z,39,0.6689441076328171
20,20181229T101301Z,39,0.8119585149058782
21,20181229T103551Z,117,0.7614623330603101
22,20181229T104237Z,39,0.6510757460544475
23,20181229T112504Z,39,0.6885888840876513
24,20181229T112643Z,54,0.601426574053563
25,20181229T115546Z,116,0.7300917177646966
26,20181229T120039Z,39,0.8288632441696778
27,20181229T123000Z,117,0.694785984611751
28,20181229T125033Z,39,0.6054553318686317
29,20181229T131311Z,39,0.6133234139536042
30,20181229T134442Z,117,0.6925931725302967
31,20181229T142347Z,39,0.7545351828656525
32,20181229T144714Z,39,0.6946311727854422
33,20181229T154016Z,39,0.7450974881825502
34,20181229T163344Z,39,0.7393743951229723
35,20181229T171817Z,116,0.6486637423301751
36,20181229T173237Z,39,0.7401675737934642
37,20181229T175952Z,39,0.8938871676757815
38,20181229T183026Z,33,0.9362651446402485
39,20181229T192507Z,39,0.6251768075928436
40,20181229T200558Z,39,0.670610915727195
41,20181229T201405Z,54,0.6285431019967164
42,20181229T220520Z,39,0.6052418245370047
43,20181229T233331Z,39,0.6638839320362967
