event_id,group,similarity,Mw,M0,dMw,dM0
20190116T043948Z,117,0.6932080646887705,,,,
20190116T051156Z,39,0.705421488165649,1.314636109700574,93746306183.25468,0.08002944437843885,25912595401.27502
20190116T054541Z,116,0.7554341932392918,,,,
20190116T070053Z,39,0.6608211920783048,1.283074563382673,84064347249.26633,0.07942826440898335,23061835271.616848
20190116T083643Z,39,0.7185287550500132,1.2972000161771797,88267337003.97487,0.07984267203410182,24341202801.542446
20190116T093030Z,117,0.6744110863793914,,,,
20190116T100959Z,39,0.8267150466552482,1.3019258640125297,89719903132.59485,0.07868461092957688,24382910553.07567
20190116T111424Z,116,0.75370678269641,,,,
20190116T113839Z,39,0.8614451050403026,1.3548065602778259,107698546083.18977,0.07855125764467473,29219308305.264603
20190116T121407Z,39,0.6701322702447129,1.2259351416974313,69008519871.62756,0.08050024509325356,19186990606.61637
20190116T124807Z,39,0.7100720559807905,1.2616557001150497,78069886894.73445,0.07875776868243373,21236546914.573715
20190116T133533Z,116,0.7618925957342878,,,,
20190116T151858Z,116,0.7643479167528143,,,,
20190116T182110Z,43,0.9488653926631162,1.5750998895301587,230488803959.47293,0.0700681042224846,55779825248.433304
20190116T205705Z,43,0.946853812393946,1.5426935355729618,206082115254.48843,0.07001056962283397,49832291955.96612
