event_id,group,similarity,Mw,M0,dMw,dM0
20181224T163102Z,54,0.6098870596361289,0.8189349581741618,16920080980.281885,0.11689960910488945,6831600221.8696995
20181224T164716Z,39,0.6930351374385831,1.1883520397133083,60607735764.59248,0.07743105187840547,16208773980.921654
20181224T202917Z,44,0.7116784055210615,1.3045545814752888,90538203382.38492,0.06420912044721282,20078697686.569466
20181224T203234Z,39,0.6019149807487834,1.2015583266814334,63436248253.01873,0.07437750553061036,16296188767.824907
20181224T211419Z,39,0.6681336211152962,1.2203633496946296,67693196874.10966,0.07364838970621969,17219289508.339542
20181224T214334Z,39,0.6398760865956002,1.2088222659950576,65047917762.05886,0.07480872638918293,16807093175.772738
20181224T215947Z,117,0.7318032478386951,,,,
20181224T221059Z,39,0.6266934992354196,1.1973752661759711,62526324366.127884,0.07359102120912515,15892589893.352856
20181224T224401Z,39,0.6526823016065627,1.1617946634796699,55295780845.294,0.07632041387216756,14576043636.346449
20181224T232908Z,39,0.7315125488886305,1.2010215858526943,63318756718.30159,0.07331827250502897,16034357054.482218
20181224T235358Z,39,0.6061055309666125,1.1491018391201173,52924011931.9749,0.07379809542541521,13489779788.596664
