event_id,group,similarity,Mw,M0,dMw,dM0
20190126T022621Z,43,0.8290187640591888,1.456352736553125,152942823967.79572,0.07988969877576652,42201397827.42239
20190126T031233Z,116,0.7958525676314205,,,,
20190126T043045Z,116,0.7142531395752684,,,,
20190126T055126Z,116,0.8185065795476607,,,,
20190126T063314Z,43,0.9120445693767456,1.4907511124882546,172237085795.07684,0.08023063413495315,47728066521.83213
20190126T065501Z,116,0.7757488133503201,,,,
20190126T073834Z,116,0.6583251750502844,,,,
20190126T082119Z,116,0.6868554737242109,,,,
20190126T112143Z,117,0.6765363003593317,,,,
20190126T124927Z,43,0.8696027372732913,1.4863348641893435,169629857122.73645,0.07941547516017662,46527999776.96696
20190126T131904Z,116,0.6341668108182971,,,,
20190126T141947Z,116,0.7302226871404859,,,,
20190126T151646Z,43,0.8687401455941379,1.4741575215045106,162643339243.5963,0.08008517043618897,44987859918.98457
20190126T152446Z,116,0.8239202856494994,,,,
20190126T165350Z,43,0.8542614975627977,1.4737579378576102,162419027876.10388,0.08030865484704923,45051183680.02097
20190126T173647Z,116,0.810799106878097,,,,
20190126T181336Z,31,0.914066607189966,1.5277412841181688,195709508460.51642,0.07331515108728373,49557867230.27219
20190126T183942Z,116,0.7451227701929178,,,,
20190126T194330Z,116,0.6716532318804869,,,,
20190126T215427Z,43,0.8635466815143378,1.4998198642453016,177717336763.7806,0.07839812249255973,48121860110.67773
