event_id,group,similarity,Mw,M0,dMw,dM0
20190127T004045Z,43,0.8070416568782313,1.484860492495029,168768246749.3685,0.07972634388895365,46472874415.452675
20190127T011003Z,116,0.6168499962072627,,,,
20190127T041803Z,43,0.7556855943431863,1.4470298166388158,148096476164.13583,0.07987327527471678,40855748003.17876
20190127T042124Z,116,0.6169350571062474,,,,
20190127T051024Z,31,0.920718181613002,1.524528184274275,193549599238.72296,0.07370443638956664,49271167559.39292
20190127T052946Z,31,0.866646715501219,1.4181023416142597,134015031389.91435,0.0735746593893126,34055614445.122738
20190127T054846Z,43,0.7921754885018398,1.472982291010795,161984491357.47968,0.07871417218964337,44038580995.38859
20190127T055028Z,116,0.6381102801616145,,,,
20190127T062456Z,31,0.9028018483400774,1.4961965611263661,175507161222.10464,0.0732471509196126,44400976967.877144
20190127T070025Z,31,0.862069302462254,1.4857266983635968,169273918421.0479,0.07353409364513541,42991810928.50704
20190127T071129Z,116,0.777564942539966,,,,
20190127T081132Z,116,0.6688077429887729,,,,
20190127T081617Z,43,0.8650500161940453,1.4500020084455443,149624603540.51965,0.0787793853892119,40712010388.79138
20190127T093544Z,43,0.860292738284854,1.4480118253576686,148599633409.87543,0.07887905407829238,40484276250.9351
20190127T100120Z,116,0.6699881733446341,,,,
20190127T111107Z,31,0.9219549234075748,1.5484355667240424,210209989289.86377,0.07340891229493707,53297775968.761604
20190127T113839Z,116,0.7402883604612969,,,,
20190127T122936Z,43,0.8041116724410974,1.4473665679238792,148268827050.94205,0.07987994026522512,40906708034.09844
20190127T132421Z,31,0.8665826598646889,1.5100404191980097,184102899663.5026,0.07330555002284236,46612718614.87645
20190127T144148Z,43,0.742311807001539,1.424142833848368,136840373458.88957,0.0801253190849215,37869622032.8764
20190127T152847Z,31,0.8369613416013482,1.499998430324852,177826976918.38873,0.07344379453253462,45108636533.55848
20190127T160040Z,31,0.8044482325272955,1.4916618941188347,172779749961.11972,0.07364126288102434,43946168501.76425
20190127T170139Z,31,0.8338621046979474,1.4990159309625266,177224555777.45993,0.07359475152848001,45048225423.08849
20190127T171638Z,43,0.6301638445212947,1.4198148955843077,134810072847.57132,0.07960133944919208,37063776367.41563
20190127T172823Z,31,0.8212245093553846,1.4950231893815538,174797325773.45963,0.07340933207977281,44319311443.21564
20190127T181255Z,43,0.6443042200494199,1.4143561632652304,132292201866.82503,0.07926242182449045,36216671217.55485
20190127T184638Z,31,0.8527439368965742,1.5258574310603672,194440239163.95886,0.07364594588831987,49458613666.559
20190127T194111Z,31,0.8642565986255425,1.5376867097784555,202548981945.2826,0.07353624047523195,51444438963.62867
20190127T201420Z,31,0.7132652155924809,1.455769581286523,152635084667.68945,0.07375153915529897,38880550729.11066
20190127T205753Z,31,0.7749591499134816,1.5142645524546499,186808584068.62137,0.07379290209435195,47612212895.780785
20190127T220815Z,31,0.8673110632973414,1.5432523192008283,206480231664.51935,0.07366501748550332,52534756403.02756
20190127T222553Z,31,0.8136772492632686,1.4034663060774024,127408809912.90582,0.07450029336396886,32784184848.727264
20190127T230236Z,116,0.7225914480058715,,,,
20190127T231311Z,31,0.8943750921387631,1.5072448880425302,182333862518.93896,0.0738133067215676,46484583205.58439
20190127T232302Z,43,0.6682962675047038,1.4016882724453517,126628775908.32071,0.08050688322310873,35210514407.39034
20190127T234357Z,31,0.866385006463476,1.4806913017869885,166355419067.025,0.07379545940528845,42400750249.499565
