event_id,group,similarity,Mw,M0,dMw,dM0
20181228T002522Z,39,0.6528164327614462,1.2735640727496431,81347855614.93985,0.07306772487847099,20529512742.635315
20181228T005037Z,116,0.7985423953710087,,,,
20181228T010058Z,44,0.9460833414362196,1.396140085609309,124225321220.76909,0.06380932560330368,27377969213.00819
20181228T011049Z,39,0.6224420453842442,1.221256471436929,67902334728.3456,0.07406378471140006,17369909509.37969
20181228T015506Z,39,0.6857816317695017,1.3225454708809607,96342565364.48637,0.0729106981187231,24261430867.67879
20181228T020620Z,117,0.6662765878814747,,,,
20181228T024245Z,44,0.9466840145805748,1.377092543429459,116315827615.44447,0.06368263399070978,25583901889.217335
20181228T024908Z,117,0.6202213835137333,,,,
20181228T030831Z,33,0.912467996208376,1.5843104332436386,237939009777.6872,0.06831309524910556,56140536832.93863
20181228T031741Z,44,0.880995693742301,1.397656199547681,124877529786.46727,0.06576805554767598,28366532357.24009
20181228T035206Z,44,0.9253123373063428,1.3331724479628955,99944447597.71628,0.06414606976942257,22142959820.397976
20181228T042504Z,44,0.9329184195794252,1.3227541694746492,96412035990.1171,0.06395333640159288,21296165255.717033
20181228T054133Z,116,0.7069389118399962,,,,
20181228T054529Z,39,0.6823280775738647,1.30021887024696,89192493494.01572,0.0724702256174924,22325174724.432682
20181228T070118Z,116,0.7633531805696103,,,,
20181228T072141Z,39,0.6143460486033595,1.3010437227907703,89446959842.28635,0.07174504189078729,22164831059.20975
20181228T084140Z,54,0.6501439088557727,0.8408433735607446,18250092093.87859,0.11693637588956003,7370918989.425325
20181228T092531Z,39,0.684003854838125,1.215185291900334,66493307768.19279,0.0753769415417213,17311049465.539696
20181228T101753Z,54,0.672061914489246,0.870960938512586,20250763780.539787,0.11792546330113013,8248138534.559697
20181228T105357Z,39,0.8041411855894948,1.3504179942225978,106078407515.04677,0.07204160456842354,26394735620.25196
20181228T115230Z,116,0.6776435217086956,,,,
20181228T115457Z,116,0.8006585139054456,,,,
20181228T115614Z,54,0.6076206593912802,0.8316073525533074,17677100410.3559,0.11548264322515504,7050739872.395397
20181228T122823Z,44,0.923928451500298,1.370020838390305,113509250902.96979,0.0634908187030228,24891389036.121277
20181228T122923Z,54,0.6171508757916754,0.846523429654896,18611661469.55846,0.11665991704165488,7499179612.635774
20181228T130511Z,116,0.6507029978062875,,,,
20181228T131054Z,39,0.6074535977445029,1.3358894456263517,100886758523.03046,0.07311002807861172,25475227256.1294
20181228T133726Z,39,0.6236759803180957,1.2899278057670998,86077909011.63844,0.0731361094270219,21743552940.629543
20181228T142244Z,117,0.7647913533360271,,,,
20181228T142429Z,39,0.7000755905404903,1.3033584397813707,90164932037.58049,0.07284039461939178,22683856821.065083
20181228T143137Z,39,0.6726361010078925,1.3170390614088863,94527591415.65962,0.07328733788949202,23927343613.483597
20181228T151438Z,116,0.6729189650641494,,,,
20181228T160720Z,44,0.9223496217627424,1.3833210007096213,118845160381.91734,0.0660559092302947,27114407805.427498
20181228T171614Z,116,0.678251641397565,,,,
20181228T175643Z,116,0.7237863556949995,,,,
20181228T185056Z,39,0.6583896998792788,1.2905083829170376,86250689262.85553,0.07330133923114555,21836419627.771553
20181228T202632Z,43,0.6625509866621446,1.3484806180776268,105370957654.74704,0.07125763064476137,25933387692.407158
20181228T205912Z,39,0.7152778542494792,1.3424965971646614,103215494062.21083,0.07259620002394726,25880087008.03629
20181228T212125Z,33,0.8982749187393032,1.5181392662817057,189325407133.22467,0.06954957708078324,45478940714.57332
20181228T214457Z,39,0.8168447045514428,1.4624842344889766,156216301602.0691,0.07343836736217589,39623817328.06211
20181228T221948Z,39,0.7090206584127482,1.3321595418397258,99595407470.63611,0.07302264733840481,25119086078.578613
20181228T231208Z,54,0.6294815118714444,0.8954778663871465,22040264373.347656,0.11478504187888051,8737939720.173197
