event_id,group,similarity,Mw,M0,dMw,dM0
20190102T003816Z,34,0.9820905226542064,1.4434413872842669,146272296831.206,0.0700901245156399,35409994572.66338
20190102T010027Z,39,0.6159241276926347,1.179057309372709,58692953469.59574,0.073862693325729,14973318116.4565
20190102T020431Z,39,0.7960224208172796,1.4009149885932164,126291023492.6477,0.0718599991739148,31344881947.669647
20190102T024319Z,39,0.8052791306019852,1.350409027927876,106075122478.35728,0.0736181447544225,26971516034.11726
20190102T032737Z,39,0.7852593114391504,1.3806679142226166,117761104772.47137,0.07275123804093778,29590289039.78022
20190102T041157Z,33,0.966056673407144,1.5386061321435616,203193213251.65994,0.06999335717072068,49121652734.78471
20190102T041543Z,39,0.8354560422150047,1.328345526490276,98292026651.0233,0.0721518250372286,24494724449.638958
20190102T045627Z,34,0.9804485925472144,1.4362868046372874,142702048323.3673,0.07006317824244492,34532417969.34473
20190102T053545Z,34,0.971535547811608,1.4078560850194606,129355270219.34183,0.06947408826969274,31039443865.316666
20190102T055518Z,39,0.8444451437916966,1.3326385791991004,99760328095.93022,0.07303293158954158,25164224463.26416
20190102T060048Z,117,0.6513421413035482,,,,
20190102T060538Z,32,0.8722774781801048,1.1679567546192544,56485259972.42142,0.07578078499272049,14784314052.768322
20190102T063340Z,32,0.8818771069704575,1.214546630279778,66346794553.960526,0.07530555578880922,17256547504.804466
20190102T064551Z,39,0.7716066323098912,1.2320064388263958,70470874075.3145,0.07344588149766325,17876564227.882526
20190102T065232Z,33,0.7885636916081724,1.2507012342819488,75171263737.16087,0.07071420316051501,18359694529.55113
20190102T071600Z,32,0.9209361043802068,1.1518013107369711,53419764130.339485,0.07643724132435539,14103078345.917831
20190102T073455Z,33,0.6873408202881112,1.1920751061316377,61392124021.62907,0.0717000353667138,15203338910.609556
20190102T074127Z,33,0.6026506922273698,1.0360509911976443,35815950965.47387,0.0720893915569163,8917739762.03275
20190102T075245Z,33,0.607906229794069,1.1687915196034062,56648351923.1405,0.07023899064298632,13742713388.503693
20190102T081133Z,39,0.6699816345197531,1.2966769720323157,88108023315.44951,0.07496500724306163,22812926071.736004
20190102T081419Z,32,0.9152622076905396,1.2217191889562091,68010940944.27391,0.0761328382231963,17883715474.438984
20190102T083704Z,32,0.9050097192544684,1.1479594606813954,52715604500.11824,0.07510449674785666,13674519634.89057
20190102T090419Z,32,0.9017442634071804,1.253358240810714,75864283627.6957,0.07637666672916398,20012668875.804688
20190102T091251Z,33,0.6660762906581815,1.0762374969918556,41148711964.212654,0.07256697889483299,10313408886.421625
20190102T094527Z,39,0.8828846225207898,1.3564674671627168,108318141717.71179,0.07314225464134778,27363805323.087452
20190102T094607Z,34,0.9806141441765832,1.471760689501144,161302476138.3377,0.06930260386685023,38609798439.878296
20190102T103309Z,39,0.9056744804767236,1.348250377133799,105287197443.78427,0.07317757405339362,26610958723.39396
20190102T105750Z,34,0.9787699755133435,1.484198927214849,168383057363.10413,0.07017012464125254,40809153517.89918
20190102T113726Z,34,0.9999999999364108,1.4436713659412508,146388529726.9305,0.07030721062474987,35547893036.03755
20190102T122707Z,39,0.6389218772411115,1.1977240984487212,62601702981.39332,0.07477323354565114,16167365528.809496
20190102T123841Z,34,0.9822709061600192,1.5021198385942478,179134715324.26505,0.07059881007862633,43680146557.15991
20190102T124826Z,33,0.66164779449972,0.998386472335822,31447035323.857517,0.0739859442692119,8035925045.742929
20190102T130748Z,39,0.7683339854878067,1.211476363183099,65646948712.82706,0.07442907372870244,16875789778.857317
20190102T135233Z,116,0.7920543597752734,,,,
20190102T135531Z,39,0.6721652601475627,1.1977066991298049,62597941037.66987,0.0734960981182852,15890270110.082079
20190102T143827Z,39,0.8618041741321925,1.3766427227952116,116135256693.81152,0.07255667904497282,29103714979.78957
20190102T144115Z,34,0.916060557223835,1.5172299315041062,188731719741.74435,0.07072783933426081,46104385298.68259
20190102T150753Z,34,0.9482087948360024,1.3897332300488223,121506593418.03587,0.06940645201983124,29127729792.48014
20190102T152036Z,39,0.907031983852846,1.3743661597196262,115225669335.01134,0.07271728715677035,28939688738.890068
20190102T154656Z,117,0.6435437415443226,,,,
20190102T160458Z,34,0.9379566906225394,1.4590632727587796,154381376591.36987,0.0708486771073255,37777533760.86986
20190102T161128Z,39,0.8838922339962388,1.3671941709517563,112406456265.30986,0.07269977718014674,28224826694.615032
20190102T164544Z,116,0.6552456051329161,,,,
20190102T164947Z,39,0.7518339664783439,1.2863765921986818,85028572559.12654,0.07354519403810678,21598626490.39122
20190102T165037Z,34,0.9794328638183996,1.4495776524695412,149405463339.93588,0.07017451219813853,36212026446.90465
20190102T171117Z,33,0.7528628068964641,1.2419320744064084,72928639471.66382,0.07124615642254638,17945951901.269413
20190102T174426Z,34,0.9681693689884652,1.4373725940577984,143238211961.0323,0.06981860529764061,34541167115.29493
20190102T180520Z,32,0.6539407008381516,1.0663247831147977,39763735351.00062,0.07640483948729533,10493370087.023016
20190102T181302Z,39,0.8660975001936514,1.376399754844602,116037839007.8471,0.07311543309490608,29303239649.53952
20190102T182722Z,32,0.9155591490002712,1.237832590197688,71903310351.49234,0.07603808892161573,18883697125.179974
20190102T192702Z,34,0.9743874251061952,1.50082776377337,178337077622.986,0.0701568021064961,43213394083.028694
20190102T200911Z,39,0.8643707913343958,1.4052577793971874,128199599695.38777,0.07290013115926235,32279137849.283096
20190102T201859Z,34,0.981931222746181,1.5059519751323496,181521454450.3376,0.07020088909278739,44012650480.79187
