event_id,group,similarity,Mw,M0,dMw,dM0
20190120T001106Z,117,0.7067647020365718,,,,
20190120T005151Z,39,0.6899170416413273,1.2904403279687857,86230418122.06413,0.08017918744194556,23879712312.39314
20190120T011720Z,43,0.9759484002063634,1.527181266015111,195331326338.6392,0.069932841767056,47180226687.86395
20190120T013010Z,117,0.6423952681058976,,,,
20190120T021204Z,39,0.8066962908145974,1.4296732830358252,139479353127.8195,0.07891251625088769,38015680070.79005
20190120T021605Z,116,0.6076544594031957,,,,
20190120T043647Z,116,0.7582334465271318,,,,
20190120T052308Z,116,0.8865642184404758,,,,
20190120T052728Z,39,0.8172952982706784,1.3354760322328136,100742807208.33946,0.07905993967234747,27509169211.900867
20190120T053615Z,43,0.999999999796226,1.5225788383301415,192250845072.30054,0.07004395495434405,46509949216.36594
20190120T064119Z,117,0.99999999731661,,,,
20190120T072324Z,39,0.7494917248217018,1.2677581987189726,79732851859.35812,0.0795269815789219,21900737766.45401
20190120T083800Z,39,0.8203885628274524,1.4296393368113804,139463000675.50916,0.09567908091907472,46087478483.62577
20190120T084149Z,43,0.9812155590160478,1.537962840896573,202742249734.446,0.06995973284755219,48989087656.05716
20190120T085108Z,116,0.8324024960954812,,,,
20190120T100853Z,39,0.7687573954922304,1.324329825057518,96938152308.25426,0.07854913550043247,26299233739.235813
20190120T110026Z,117,0.729370327804999,,,,
20190120T124337Z,39,0.6015811181455928,1.2056177056655564,64331926709.12822,0.07839866416592527,17419760073.095108
20190120T134940Z,39,0.7405323471458044,1.3587566725929712,109177968465.64787,0.07937601482549594,29931690608.53053
20190120T145726Z,116,0.7251969806688751,,,,
20190120T152405Z,39,0.7944977450661467,1.3887919062478176,121112190580.28966,0.0792171879145583,33137079423.26529
20190120T164410Z,39,0.815617361360446,1.3883458105431474,120925729446.83556,0.0794285448047888,33174338333.728073
20190120T164816Z,116,0.7631711478403768,,,,
20190120T182701Z,39,0.8451959722124011,1.4028211629488618,127125227877.51382,0.07917532741595124,34763905458.52641
20190120T190524Z,117,0.8352975182108328,,,,
20190120T201042Z,116,0.6354471823461817,,,,
20190120T214911Z,117,0.7089177018433249,,,,
20190120T220136Z,39,0.8285118698751156,1.463616878179395,156828618675.54773,0.08130891791542678,44042346198.35865
20190120T231549Z,116,0.6183918173900507,,,,
20190120T231900Z,39,0.7801759744816456,1.4201264075744513,134955196337.39816,0.07865621069417252,36663133425.74039
20190120T233939Z,43,0.946285736558932,1.5266969881492507,195004881122.3351,0.06941064844698629,46749668069.846855
