,event_id,group,similarity
0,20181228T000101Z,54,0.6272912633246079
1,20181228T002522Z,39,0.7553862082164896
2,20181228T003310Z,54,0.5202259650978841
3,20181228T004558Z,39,0.555192198021037
4,20181228T010058Z,44,0.963364634287156
5,20181228T010133Z,54,0.5946215693903683
6,20181228T011049Z,39,0.6371580232181023
7,20181228T013231Z,54,0.6948857073477878
8,20181228T015506Z,39,0.7346051881028575
9,20181228T015954Z,54,0.5259980538031213
10,20181228T021706Z,39,0.6753297929601626
11,20181228T023325Z,54,0.562159749724349
12,20181228T024245Z,44,0.9557161901085972
13,20181228T025707Z,39,0.5337935229806765
14,20181228T030831Z,33,0.9298275458363722
15,20181228T031420Z,33,0.5438837891497162
16,20181228T031741Z,44,0.9032041699455661
17,20181228T032558Z,39,0.6615376899249785
18,20181228T033207Z,54,0.6377924628246305
19,20181228T035206Z,44,0.9716694197390783
20,20181228T035231Z,39,0.5927265771378757
21,20181228T040250Z,54,0.5321097976663464
22,20181228T041656Z,39,0.6843700970960246
23,20181228T042504Z,44,0.9719764225578228
24,20181228T043211Z,54,0.5205233702811768
25,20181228T045454Z,39,0.6176263817674912
26,20181228T050440Z,44,0.5039325875881562
27,20181228T050517Z,54,0.534327821613031
28,20181228T051948Z,39,0.6328503864332
29,20181228T054529Z,39,0.70864769962577
30,20181228T060413Z,54,0.5138543519930353
31,20181228T063252Z,54,0.5055571611719966
32,20181228T064319Z,39,0.6163495259146621
33,20181228T070804Z,54,0.5660142527849416
34,20181228T072141Z,39,0.6752898985850742
35,20181228T074541Z,39,0.6822165044207666
36,20181228T084140Z,54,0.6837523458816924
37,20181228T084816Z,39,0.6029011109348442
38,20181228T092531Z,39,0.6950214711956553
39,20181228T095228Z,39,0.6010176676780247
40,20181228T101753Z,54,0.7072761784946574
41,20181228T104419Z,39,0.6505480178919284
42,20181228T104955Z,54,0.5388774587477294
43,20181228T105357Z,39,0.8538221682135061
44,20181228T112311Z,39,0.536131162504172
45,20181228T115614Z,54,0.7241093403716737
46,20181228T115916Z,39,0.615274536423824
47,20181228T122823Z,44,0.9375132165414509
48,20181228T122923Z,54,0.6722456018436084
49,20181228T130158Z,54,0.6100198217272906
50,20181228T131054Z,39,0.6276863766681188
51,20181228T133526Z,54,0.6047282898599646
52,20181228T133726Z,39,0.709866740792615
53,20181228T141307Z,44,0.5414573286466285
54,20181228T142429Z,39,0.8012706244028489
55,20181228T142820Z,44,0.5334270574897131
56,20181228T143137Z,39,0.8158939905816414
57,20181228T154611Z,39,0.6075716756606471
58,20181228T160720Z,44,0.9321231610534402
59,20181228T161318Z,39,0.6233795332463286
60,20181228T165705Z,39,0.6453932720257098
61,20181228T175445Z,54,0.531154044164223
62,20181228T180509Z,39,0.6623331237740244
63,20181228T185056Z,39,0.7021287228221226
64,20181228T194505Z,39,0.5326214914445223
65,20181228T200119Z,44,0.5048978603601006
66,20181228T202632Z,44,0.7478324313036657
67,20181228T204236Z,39,0.5544765744387182
68,20181228T205912Z,39,0.7848473294278487
69,20181228T210002Z,54,0.5010272970312366
70,20181228T211034Z,39,0.6494802598277093
71,20181228T212125Z,33,0.9069453405729854
72,20181228T213315Z,54,0.5355752267290431
73,20181228T214126Z,32,0.5432342042650952
74,20181228T214457Z,39,0.8848371791175403
75,20181228T221948Z,39,0.7337922331118439
76,20181228T224016Z,39,0.6312538345648312
77,20181228T231208Z,54,0.6969296553673171
78,20181228T234318Z,39,0.6184945109844637
79,20181228T234549Z,44,0.5205131563632077
