,event_id,stations,ref_time,ref_duration,group
0,20190101T000146Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T00:01:46.516000Z,26.955759,39
1,20190101T002057Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T00:20:57.830000Z,25.371758,54
2,20190101T004524Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T00:45:24.800000Z,26.955759,39
3,20190101T014220Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T01:42:20.184000Z,26.611759,44
4,20190101T020121Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T02:01:21.446000Z,26.955759,39
5,20190101T020816Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T02:08:16.676000Z,25.371758,54
6,20190101T021236Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T02:12:36.276000Z,26.611759,44
7,20190101T022400Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T02:24:00.460000Z,26.955759,39
8,20190101T023833Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T02:38:33.770000Z,25.371758,54
9,20190101T030020Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T03:00:20.002000Z,26.955759,39
10,20190101T030942Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T03:09:42.808000Z,25.371758,54
11,20190101T032818Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T03:28:18.568000Z,26.611759,44
12,20190101T035543Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T03:55:43.338000Z,26.955759,39
13,20190101T041818Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T04:18:18.916000Z,25.371758,54
14,20190101T042915Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T04:29:15.936000Z,25.371758,54
15,20190101T043215Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T04:32:15.784000Z,26.611759,44
16,20190101T044943Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T04:49:43.790000Z,26.955759,39
17,20190101T045554Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T04:55:54.526000Z,26.611759,44
18,20190101T052504Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T05:25:04.040000Z,26.955759,39
19,20190101T062612Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T06:26:12.766000Z,26.955759,39
20,20190101T071821Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T07:18:21.150000Z,26.955759,39
21,20190101T072325Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T07:23:25.150000Z,25.371758,54
22,20190101T072832Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T07:28:32.110000Z,25.371758,54
23,20190101T074051Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T07:40:51.812000Z,26.955759,39
24,20190101T074512Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T07:45:12.606000Z,26.611759,44
25,20190101T075951Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T07:59:51.222000Z,25.371758,54
26,20190101T081002Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T08:10:02.752000Z,28.367758,33
27,20190101T081658Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T08:16:58.272000Z,26.955759,39
28,20190101T085640Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T08:56:40.798000Z,26.955759,39
29,20190101T091514Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T09:15:14.754000Z,28.367758,33
30,20190101T093318Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T09:33:18.800000Z,28.367758,33
31,20190101T094240Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T09:42:40.962000Z,26.611759,44
32,20190101T095927Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T09:59:27.078000Z,26.955759,39
33,20190101T100906Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T10:09:06.640000Z,28.367758,33
34,20190101T101832Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T10:18:32.092000Z,25.371758,54
35,20190101T103034Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T10:30:34.388000Z,26.611759,44
36,20190101T105405Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T10:54:05.574000Z,26.955759,39
37,20190101T111303Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.']",2019-01-01T11:13:03.614000Z,28.367758,33
