,event_id,group,similarity,amplitude_ratio
0,20181230T000402Z,1791,0.7735933207444838,1.362649562397049
1,20181230T000503Z,1689,0.6070847377713593,0.46664557561951236
2,20181230T000613Z,1309,0.5168743917269095,2.3931588933567527
3,20181230T000656Z,1801,0.6372966172061703,1.0666778361059597
4,20181230T002003Z,1801,0.701552417264273,1.5490858312127354
5,20181230T002831Z,1309,0.6960386626031578,1.9103486485045686
6,20181230T003356Z,1801,0.6372739783314755,1.1219166798141964
7,20181230T003801Z,1057,0.5062181599513944,0.6110105050452203
8,20181230T004337Z,1689,0.6859410512786709,0.5273911119049269
9,20181230T004352Z,1689,0.5316357135279351,0.45580886861052194
10,20181230T004639Z,1801,0.5007743571718736,0.7134433501312095
11,20181230T004803Z,1801,0.5430450697509349,0.7489905839435845
12,20181230T004828Z,1801,0.7436603105329932,0.9845748422893044
13,20181230T005245Z,1057,0.6313680015565482,0.815811058674356
14,20181230T010134Z,1801,0.8267992879881412,1.07392945873335
15,20181230T010305Z,1689,0.5076637322953068,0.4029973795561698
16,20181230T010828Z,1309,0.6319010401789165,2.115348166504611
17,20181230T011048Z,1689,0.5573916453630134,0.34150837753736824
18,20181230T011225Z,1791,0.6163327022264224,1.4723755293730691
19,20181230T011253Z,1309,0.57240521812927,2.326481442269474
20,20181230T011336Z,1801,0.6426070492601276,1.0460722606958666
21,20181230T011813Z,1689,0.8031613323356069,0.6206558672594544
22,20181230T012300Z,1689,0.5239316330026813,0.4228124373267703
23,20181230T012352Z,1689,0.5199422423124328,0.4168841268976821
24,20181230T013448Z,1309,0.5245229669093364,2.5418192206170245
25,20181230T013540Z,1689,0.5516340488759096,0.44457662610282817
26,20181230T014055Z,1801,0.604452122066536,1.0284528727981552
27,20181230T014300Z,1791,0.7607440552780387,1.413781311534744
28,20181230T014917Z,1801,0.5040680560391672,0.8738249178483471
29,20181230T015034Z,1801,0.5025853980762532,0.8534132493874566
30,20181230T015412Z,1801,0.521562298476702,1.0946248261428602
31,20181230T015753Z,1801,0.5131331559825651,0.8816682294132306
32,20181230T020613Z,1801,0.6841556812141449,1.0546596465139813
33,20181230T021244Z,1689,0.5529292711535734,0.384169163447119
34,20181230T021513Z,1794,0.60205304895281,0.7302794149982541
35,20181230T021543Z,1309,0.591099029499438,2.241940710982693
36,20181230T021902Z,1801,0.5355655833895516,0.7961278103745113
37,20181230T021929Z,1309,0.5456958408207764,2.071425571067895
38,20181230T021941Z,1689,0.5440838465009561,0.3574159767424278
39,20181230T022003Z,1801,0.727708846716548,1.0097369435021644
40,20181230T022334Z,1689,0.9372759040719232,0.6884814473353553
41,20181230T022428Z,1689,0.6172695704332417,0.5165851875331453
42,20181230T022745Z,1801,0.5142865572317288,0.8859331736391971
43,20181230T022948Z,1801,0.5063061231540993,0.8631477799259364
44,20181230T023224Z,1689,0.8120503633089952,0.47130055472121185
45,20181230T023252Z,1801,0.6626274070242986,1.078529899722252
46,20181230T023628Z,1801,0.5159249377573045,1.0149756493470954
47,20181230T024642Z,1801,0.6342877773415563,1.107310105605519
48,20181230T024904Z,1791,0.7487683006478548,1.4510144135144045
49,20181230T025416Z,1309,0.5057536351271873,2.100280297024614
50,20181230T030003Z,1801,0.6260314385157217,0.9419190195155556
51,20181230T031059Z,1057,0.830281142986402,1.1328362400616272
52,20181230T031144Z,1309,0.6870458121544656,2.1172761359842465
53,20181230T031221Z,1689,0.8441012842986346,0.7132892127324051
54,20181230T031232Z,1801,0.5093655950650815,1.4961993654540273
55,20181230T031850Z,1801,0.5019486929546789,0.745519655647299
56,20181230T032237Z,1791,0.5463583289528265,1.2660905461182739
57,20181230T032429Z,1801,0.5689266814242593,0.9325524822798781
58,20181230T032842Z,1801,0.5309285199258215,0.6483464755275454
59,20181230T033312Z,1057,0.6479363545757901,1.0625947691878488
60,20181230T033530Z,1622,0.5604928901621455,0.8659314078928798
61,20181230T033825Z,1801,0.7184198186155596,0.7607852571041948
62,20181230T034002Z,1801,0.5273733543189392,0.5269487837131848
63,20181230T034112Z,1689,0.5013198632775459,0.19960015013502588
64,20181230T034149Z,1801,0.5446566648706177,0.46665897994647487
65,20181230T034208Z,1801,0.5294144027761014,0.4056883535045829
66,20181230T034345Z,1309,0.5961494141184989,1.1203472150155127
67,20181230T034503Z,1223,0.5009791597022071,0.14583468476037909
68,20181230T034644Z,699,0.511104382732451,0.30859884582747743
69,20181230T034859Z,1223,0.5031871532514864,0.1526490923231061
70,20181230T035113Z,1801,0.7046857271119115,0.674390337063592
71,20181230T035142Z,1309,0.6439048349938926,1.1404781778742643
72,20181230T035311Z,1689,0.6152081377641742,0.3815284902329807
73,20181230T040119Z,1801,0.5403708513244005,0.4110040904997983
74,20181230T040340Z,1801,0.7258624896132737,0.6886303987071543
75,20181230T040402Z,1309,0.6110072400210173,1.0839790652078902
76,20181230T040717Z,1801,0.5062317040268794,0.42462485179891724
77,20181230T040826Z,1689,0.5005235734021334,0.18856116212452062
78,20181230T041004Z,1801,0.5236800348474365,0.429915273700802
79,20181230T041332Z,1223,0.5242257741770667,0.13616155135603802
80,20181230T041412Z,1057,0.5244133889152195,0.2738777376190306
81,20181230T041549Z,1801,0.6305413856891585,0.6338939761517454
82,20181230T041624Z,1801,0.5054040318477211,0.42278631317395304
83,20181230T041734Z,1689,0.5036755898997922,0.1871996650571802
84,20181230T041755Z,1689,0.5021695819300639,0.18554679159222617
85,20181230T041926Z,1689,0.7368451365360631,0.5646227743644519
86,20181230T042020Z,1801,0.5476028963588458,0.41106999479430784
87,20181230T042216Z,1622,0.513049481223351,0.5367263849248388
88,20181230T042754Z,1794,0.5995685836997066,0.3420879314098664
89,20181230T042816Z,1801,0.5003426291890478,0.4257618954364309
90,20181230T042915Z,699,0.5150942695245969,0.3239221116719956
91,20181230T043032Z,1689,0.5072363101936394,0.1818295239426127
92,20181230T043043Z,699,0.5180663028196056,0.32104793303315826
93,20181230T043216Z,1801,0.7632090138543177,0.7602862170032276
94,20181230T043254Z,699,0.6929647396936769,1.0958184346710655
95,20181230T043431Z,1801,0.5144721675315314,0.39216294179086986
96,20181230T043626Z,1057,0.5741630070919094,0.5447875998579099
97,20181230T043708Z,1223,0.5448456519799494,0.16893195791599847
98,20181230T044014Z,1801,0.5473816438420395,0.4712699680147938
99,20181230T044111Z,1622,0.5240372756964345,0.5502873589472015
100,20181230T044448Z,1791,0.7343679175212778,0.7293328305046743
101,20181230T044515Z,699,0.5189541761959323,0.3197068635597665
102,20181230T044549Z,1689,0.5904787985485661,0.3830695491113182
103,20181230T044619Z,647,0.5609180579474542,0.3810401321142283
104,20181230T045203Z,1801,0.7823150459284628,0.7172546032831463
105,20181230T045231Z,699,0.634416658161286,0.8768955383997179
106,20181230T045306Z,1689,0.907127928537378,0.6828016639408577
107,20181230T045344Z,1689,0.50369248844123,0.21250237269802252
108,20181230T045614Z,1689,0.5190619881344586,0.187826356330613
109,20181230T050031Z,699,0.5028805431096552,0.29224774745885906
110,20181230T050052Z,1309,0.5900248059658899,1.1529421255573664
111,20181230T050342Z,1309,0.5024673583224738,1.0232807838933022
112,20181230T050546Z,1801,0.7286656617043867,0.6785743563528276
113,20181230T050620Z,1801,0.5295105495636574,0.4180836085973256
114,20181230T051045Z,1801,0.5317332693269691,0.4039003679594512
115,20181230T051235Z,647,0.5321879002311636,0.07991560816671746
116,20181230T051310Z,1791,0.5241502727850558,0.4606546723085456
117,20181230T051618Z,1801,0.5052034569773858,0.44481112565395803
118,20181230T051645Z,1791,0.718556971274386,1.2280144738508973
119,20181230T051826Z,1801,0.7426971563251139,0.6873099609902317
120,20181230T051907Z,1801,0.5126755257282724,0.41901204412087767
121,20181230T051935Z,1689,0.5696664871723496,0.17137116151367668
122,20181230T051951Z,1689,0.522103881194719,0.17120455526830242
123,20181230T052325Z,1309,0.7094266731673958,1.0869268188848678
124,20181230T052423Z,1689,0.536345004280135,0.18256896123152763
125,20181230T052450Z,1689,0.5665759718375288,0.1826118785441828
126,20181230T053012Z,1689,0.5692327836382378,0.17575825914056087
127,20181230T053535Z,1801,0.7360074286276561,0.684086957668004
128,20181230T053614Z,1791,0.5014889800268678,0.5231442106726346
129,20181230T053655Z,1689,0.50329053408641,0.18080486504690407
130,20181230T053928Z,1791,0.5487985539164116,0.47798816202837624
131,20181230T053938Z,647,0.5083633348638072,0.07341848280394032
132,20181230T053957Z,1801,0.5918639905081223,0.3857712354836184
133,20181230T054214Z,1223,0.5239576297703727,0.13788852451922018
134,20181230T054305Z,1622,0.5104848213655172,0.5314141560233618
135,20181230T054358Z,699,0.7492428743314764,0.9196691866819249
136,20181230T054414Z,1801,0.6306750357068671,0.8413114571398135
137,20181230T054451Z,1689,0.5292617945575119,0.1988599628806405
138,20181230T054525Z,1801,0.5352035687142688,0.39705780724579026
139,20181230T054606Z,1689,0.5287477416464532,0.18062680247056126
140,20181230T054647Z,1791,0.6538116546190492,0.9313099256651622
141,20181230T054702Z,1689,0.5158828718260045,0.2563656934586402
142,20181230T055313Z,1309,0.7395388158856727,1.3092893257226397
143,20181230T055745Z,1801,0.7677241650341203,0.7329153493683395
144,20181230T055922Z,1223,0.5477636360102774,0.14456267620087218
145,20181230T060159Z,1801,0.5760898876075121,0.37487557572536734
146,20181230T060215Z,699,0.5468712086776276,0.32340650533098764
147,20181230T060307Z,1057,0.7447606877196506,0.40701070305715525
148,20181230T060326Z,1309,0.6363780286558349,1.311982208482583
149,20181230T060552Z,699,0.5677816895438681,0.32699551274752664
150,20181230T060640Z,1689,0.8590344579483107,0.4628610003675464
151,20181230T060703Z,1689,0.5077190121143292,0.22175728876404713
152,20181230T060719Z,1689,0.5080868639003365,0.19007599198306124
153,20181230T060842Z,1309,0.551778122547222,1.1585755824510702
154,20181230T060942Z,699,0.5106728501814378,0.30604315130453796
155,20181230T061007Z,1801,0.7898950895183069,0.7894268536933858
156,20181230T061414Z,1622,0.5284650726210396,0.5057293873346697
