,event_id,stations,ref_time,ref_duration,group
0,20190103T000941Z,['1J.TI3A.'],2019-01-03T00:09:41.210000Z,31.73,1309
1,20190103T001344Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI4A.', '1J.TI8A.']",2019-01-03T00:13:44.080000Z,37.97,1801
2,20190103T001400Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI1A.', '1J.TI4A.']",2019-01-03T00:14:00.010000Z,75.43,647
3,20190103T001959Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI4A.', '1J.TI1A.']",2019-01-03T00:19:59.580000Z,53.39,1223
4,20190103T002035Z,['1J.TI3A.'],2019-01-03T00:20:35.750000Z,31.73,1309
5,20190103T002226Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI4A.', '1J.TI1A.']",2019-01-03T00:22:26.580000Z,47.52,699
6,20190103T002323Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI1A.']",2019-01-03T00:23:23.030000Z,55.82,1057
7,20190103T003052Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI1A.', '1J.TI4A.']",2019-01-03T00:30:52.310000Z,75.43,647
8,20190103T003139Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI4A.', '1J.TI8A.']",2019-01-03T00:31:39.590000Z,37.97,1801
9,20190103T003539Z,"['1J.TI6A.', '1J.TI8A.', '1J.TI3A.', '1J.TI1A.']",2019-01-03T00:35:39.610000Z,45.88,1689
10,20190103T004742Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI4A.', '1J.TI8A.']",2019-01-03T00:47:42.550000Z,37.97,1801
11,20190103T005000Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI4A.', '1J.TI1A.']",2019-01-03T00:50:00.390000Z,47.52,699
12,20190103T005013Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.']",2019-01-03T00:50:13.070000Z,59.05,1794
13,20190103T005222Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI4A.', '1J.TI1A.']",2019-01-03T00:52:22.230000Z,47.52,699
14,20190103T005304Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI4A.', '1J.TI8A.']",2019-01-03T00:53:04.130000Z,37.97,1801
15,20190103T005824Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI1A.']",2019-01-03T00:58:24.620000Z,55.82,1057
16,20190103T005948Z,['1J.TI3A.'],2019-01-03T00:59:48.430000Z,31.73,1309
17,20190103T010039Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI4A.', '1J.TI8A.']",2019-01-03T01:00:39.090000Z,37.97,1801
18,20190103T010250Z,['1J.TI3A.'],2019-01-03T01:02:50.230000Z,31.73,1309
19,20190103T010512Z,['1J.TI3A.'],2019-01-03T01:05:12.560000Z,31.73,1309
20,20190103T010723Z,"['1J.TI6A.', '1J.TI3A.', '1J.TI8A.', '1J.TI1A.', '1J.TI4A.']",2019-01-03T01:07:23.280000Z,75.43,647
21,20190103T011237Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI4A.', '1J.TI8A.']",2019-01-03T01:12:37.370000Z,37.97,1801
