,event_id,stations,ref_time,ref_duration,group
0,20190106T000211Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI4A.', '1J.TI8A.']",2019-01-06T00:02:11.930000Z,37.97,1801
1,20190106T000827Z,"['1J.TI6A.', '1J.TI8A.', '1J.TI3A.', '1J.TI1A.']",2019-01-06T00:08:27.240000Z,45.88,1689
2,20190106T001304Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI4A.', '1J.TI8A.']",2019-01-06T00:13:04.130000Z,37.97,1801
3,20190106T002451Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI4A.', '1J.TI8A.']",2019-01-06T00:24:51.090000Z,37.97,1801
4,20190106T003032Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI1A.']",2019-01-06T00:30:32.540000Z,55.82,1057
5,20190106T003728Z,"['1J.TI6A.', '1J.TI8A.', '1J.TI3A.', '1J.TI1A.']",2019-01-06T00:37:28.400000Z,45.88,1689
6,20190106T004342Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI4A.', '1J.TI8A.']",2019-01-06T00:43:42.960000Z,37.97,1801
7,20190106T004452Z,['1J.TI3A.'],2019-01-06T00:44:52.280000Z,31.73,1309
8,20190106T004713Z,['1J.TI3A.'],2019-01-06T00:47:13.110000Z,31.73,1309
9,20190106T004957Z,['1J.TI3A.'],2019-01-06T00:49:57.960000Z,31.73,1309
10,20190106T005449Z,['1J.TI3A.'],2019-01-06T00:54:49.900000Z,31.73,1309
11,20190106T005544Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI4A.', '1J.TI1A.']",2019-01-06T00:55:44.390000Z,75.79,1222
12,20190106T005625Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI4A.', '1J.TI8A.']",2019-01-06T00:56:25.530000Z,37.97,1801
13,20190106T010616Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI4A.', '1J.TI1A.']",2019-01-06T01:06:16.900000Z,38.97,1791
14,20190106T010634Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI4A.', '1J.TI8A.']",2019-01-06T01:06:34.080000Z,37.97,1801
15,20190106T011207Z,['1J.TI3A.'],2019-01-06T01:12:07.530000Z,31.73,1309
16,20190106T011542Z,"['1J.TI6A.', '1J.TI8A.', '1J.TI3A.', '1J.TI1A.']",2019-01-06T01:15:42.740000Z,45.88,1689
17,20190106T012126Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI4A.', '1J.TI8A.']",2019-01-06T01:21:26.210000Z,37.97,1801
18,20190106T012400Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI1A.']",2019-01-06T01:24:00.550000Z,55.82,1057
19,20190106T012616Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI4A.', '1J.TI1A.']",2019-01-06T01:26:16.550000Z,47.52,699
20,20190106T012726Z,['1J.TI3A.'],2019-01-06T01:27:26.610000Z,31.73,1309
21,20190106T013334Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI1A.']",2019-01-06T01:33:34.530000Z,55.82,1057
22,20190106T013411Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI4A.', '1J.TI8A.']",2019-01-06T01:34:11.880000Z,37.97,1801
23,20190106T013436Z,['1J.TI3A.'],2019-01-06T01:34:36.590000Z,31.73,1309
24,20190106T013608Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI4A.', '1J.TI1A.']",2019-01-06T01:36:08.210000Z,38.97,1791
25,20190106T014133Z,['1J.TI3A.'],2019-01-06T01:41:33.980000Z,31.73,1309
26,20190106T014603Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI4A.', '1J.TI8A.']",2019-01-06T01:46:03.020000Z,37.97,1801
27,20190106T014854Z,"['1J.TI6A.', '1J.TI8A.', '1J.TI3A.', '1J.TI1A.']",2019-01-06T01:48:54.010000Z,45.88,1689
28,20190106T014958Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI4A.', '1J.TI8A.']",2019-01-06T01:49:58.730000Z,37.97,1801
29,20190106T015144Z,['1J.TI3A.'],2019-01-06T01:51:44.730000Z,31.73,1309
30,20190106T015457Z,"['1J.TI6A.', '1J.TI8A.', '1J.TI3A.', '1J.TI1A.']",2019-01-06T01:54:57.940000Z,45.88,1689
31,20190106T015721Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI4A.', '1J.TI1A.']",2019-01-06T01:57:21.060000Z,38.97,1791
32,20190106T015840Z,"['1J.TI6A.', '1J.TI8A.', '1J.TI3A.', '1J.TI1A.']",2019-01-06T01:58:40.480000Z,45.88,1689
33,20190106T020144Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI4A.', '1J.TI8A.']",2019-01-06T02:01:44.810000Z,37.97,1801
34,20190106T022627Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI4A.', '1J.TI1A.']",2019-01-06T02:26:27.660000Z,38.97,1791
35,20190106T023023Z,"['1J.TI6A.', '1J.TI8A.', '1J.TI3A.', '1J.TI1A.']",2019-01-06T02:30:23.780000Z,45.88,1689
36,20190106T023932Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI4A.', '1J.TI8A.']",2019-01-06T02:39:32.070000Z,37.97,1801
37,20190106T024448Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI4A.', '1J.TI8A.']",2019-01-06T02:44:48.760000Z,37.97,1801
38,20190106T024628Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI4A.', '1J.TI8A.']",2019-01-06T02:46:28.480000Z,37.97,1801
39,20190106T025044Z,['1J.TI3A.'],2019-01-06T02:50:44.850000Z,31.73,1309
40,20190106T025132Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI4A.', '1J.TI8A.']",2019-01-06T02:51:32.470000Z,37.97,1801
41,20190106T025443Z,"['1J.TI6A.', '1J.TI8A.', '1J.TI3A.', '1J.TI1A.']",2019-01-06T02:54:43.900000Z,45.88,1689
42,20190106T025909Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI4A.', '1J.TI8A.']",2019-01-06T02:59:09.560000Z,37.97,1801
43,20190106T030326Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI4A.', '1J.TI8A.']",2019-01-06T03:03:26.720000Z,37.97,1801
44,20190106T030552Z,['1J.TI3A.'],2019-01-06T03:05:52.860000Z,31.73,1309
45,20190106T031124Z,"['1J.TI3A.', '1J.TI6A.', '1J.TI8A.', '1J.TI4A.', '1J.TI1A.']",2019-01-06T03:11:24.570000Z,47.52,699
46,20190106T031208Z,['1J.TI3A.'],2019-01-06T03:12:08.950000Z,31.73,1309
