,event_id,stations,network_time,ref_time,ref_duration,group
0,20190117T003857Z,"['1J.TI8A.', '1J.TI8B.']",0.11545648359772508,2019-01-17T00:38:57.544271Z,0.735457,0
1,20190117T003917Z,"['1J.TI8A.', '1J.TI8B.']",0.11545648359772508,2019-01-17T00:39:17.630272Z,6.197456,0
2,20190117T005100Z,"['1J.TI8B.', '1J.TI8A.']",0.11545648359772508,2019-01-17T00:51:00.260272Z,1.657456,0
3,20190117T012448Z,"['1J.TI8A.', '1J.TI8B.']",0.11545648359772508,2019-01-17T01:24:48.688271Z,13.589457,0
4,20190117T015520Z,"['1J.TI8A.', '1J.TI8B.', '1J.TI8C.']",0.11545648359772508,2019-01-17T01:55:20.214272Z,16.115457,0
5,20190117T021302Z,"['1J.TI8A.', '1J.TI8B.', '1J.TI8C.']",0.11545648359772508,2019-01-17T02:13:02.628272Z,11.457456,0
6,20190117T022239Z,"['1J.TI8A.', '1J.TI8B.']",0.11545648359772508,2019-01-17T02:22:39.896271Z,10.233457,0
7,20190117T023015Z,"['1J.TI8A.', '1J.TI8B.']",0.11545648359772508,2019-01-17T02:30:15.238272Z,6.927457,0
8,20190117T023041Z,"['1J.TI8A.', '1J.TI8B.', '1J.TI8C.']",0.11545648359772508,2019-01-17T02:30:41.062271Z,16.295457,0
9,20190117T023233Z,"['1J.TI8A.', '1J.TI8B.']",0.11545648359772508,2019-01-17T02:32:33.342272Z,3.945457,0
10,20190117T024703Z,"['1J.TI8A.', '1J.TI8B.']",0.11545648359772508,2019-01-17T02:47:03.270272Z,6.297457,0
11,20190117T030443Z,"['1J.TI8A.', '1J.TI8B.', '1J.TI8C.']",0.11545648359772508,2019-01-17T03:04:43.212272Z,18.755457,0
12,20190117T031823Z,"['1J.TI8B.', '1J.TI8A.', '1J.TI8C.']",0.11545648359772508,2019-01-17T03:18:23.230272Z,13.503457,0
13,20190117T033356Z,"['1J.TI8A.', '1J.TI8B.']",0.11545648359772508,2019-01-17T03:33:56.986271Z,14.591457,0
14,20190117T034017Z,"['1J.TI8A.', '1J.TI8B.', '1J.TI8C.']",0.11545648359772508,2019-01-17T03:40:17.574272Z,18.655457,0
15,20190117T034219Z,"['1J.TI8A.', '1J.TI8B.', '1J.TI8C.']",0.11545648359772508,2019-01-17T03:42:19.710271Z,6.121457,0
16,20190117T041507Z,"['1J.TI8A.', '1J.TI8B.']",0.11545648359772508,2019-01-17T04:15:07.996272Z,13.033456,0
17,20190117T042624Z,"['1J.TI8A.', '1J.TI8B.', '1J.TI8C.']",0.11545648359772508,2019-01-17T04:26:24.138272Z,13.801456,0
18,20190117T043411Z,"['1J.TI8A.', '1J.TI8B.', '1J.TI8C.']",0.11545648359772508,2019-01-17T04:34:11.062271Z,18.895457,0
