event_id,group,similarity,amplitude_ratio,Mw,M0,dMw,dM0
20190115T003824Z,39,0.5310484853181826,0.7959871383656958,1.2408261844830886,72650611938.24002,0.07269455898867831,18240978466.833782
20190115T010412Z,39,0.8373999161726241,1.10421762205582,1.352500268214028,106844064863.70953,0.07240760529549224,26720312596.123013
20190115T015002Z,39,0.6331671710659273,1.0956108474338024,1.3232612930892396,96581053786.22382,0.07202651465169514,24026542963.8568
20190115T055112Z,39,0.8002274401820465,0.9926327877931972,1.3244132223110903,96966078774.43736,0.07229926917056193,24213673861.352604
20190115T062945Z,39,0.6975580261287065,0.8823498013163502,1.2951627007060242,87648411805.51851,0.07230333418787503,21888163471.60954
20190115T111849Z,39,0.7657847383422589,0.8168430741088712,1.327070206418374,97860022128.32512,0.07265627352114853,24557569221.401615
20190115T120303Z,39,0.8022279120683039,0.6990242968047445,1.2806469543213161,83362442617.8022,0.07283901601759772,20972077286.685997
20190115T123944Z,39,0.7766382412893682,0.6355151044042452,1.2797878754274947,83115460063.02693,0.07194692637032594,20653849408.300266
20190115T124646Z,31,0.8474565290652585,0.9880478920912784,1.5117132618957818,185169687161.88605,0.06729565476180643,43039167634.55664
20190115T133042Z,39,0.5538749581106944,0.4870005615781589,1.2011331836365926,63343167326.38263,0.07283088162905928,15933907453.785654
20190115T140133Z,39,0.5504814728262049,0.5171037449148567,1.2066982295444344,64572461842.66011,0.07337357632428013,16364169894.684126
20190115T153856Z,39,0.8523462144529317,0.9225320572423792,1.32770115676486,98073513702.38481,0.0724975227086169,24557369767.60534
20190115T162125Z,39,0.777882590943913,0.7171035738681639,1.2497120682011102,74914882433.49908,0.07272145211324967,18816445738.324177
20190115T165139Z,43,0.9313104632857644,1.3493910916615373,1.5535974395024805,213991320773.92468,0.0713892144713721,52763756841.18786
20190115T170120Z,39,0.844092029775803,0.8713211651106767,1.3133674354892868,93336423032.436,0.07244667762108777,23354822700.381634
20190115T184351Z,39,0.8011671864269282,0.8227975380598562,1.3115751522075927,92760424687.28682,0.07215421750793724,23116995971.317024
20190115T192814Z,39,0.736862733928266,0.6996844550983002,1.274949918879127,81738163989.11856,0.07234104091625555,20422860911.022404
20190115T201202Z,43,0.8483014687565188,1.3123273313862014,1.5363110936578046,201588911798.83505,0.07227910128001162,50325295323.742744
20190115T205830Z,39,0.6601129705859594,0.6313575469619814,1.2566077341500845,76720531212.44882,0.07240660594864035,19186543358.75601
20190115T221232Z,39,0.5921507056501211,0.5770336354153442,1.2407894756908782,72641401319.85826,0.0723893194513784,18162082957.49346
20190115T230331Z,39,0.5481669856165943,0.6045159345225856,1.2417295376032165,72877641005.25537,0.0729908374756746,18372556888.980328
20190115T230811Z,43,0.8353835944091595,1.341637842255291,1.5486926519585786,210396726239.4052,0.07191203234714956,52257362734.92308
20190115T234419Z,39,0.7917527565839609,0.634302943153119,1.2562548763749364,76627086738.39084,0.07249984361644707,19187850767.655582
