event_id,group,similarity,amplitude_ratio,Mw,M0,dMw,dM0
20190128T005943Z,31,0.9341582886741726,1.0012264010711769,1.4937401841224274,174024452534.7425,0.07568862455573044,45493341500.77778
20190128T012732Z,43,0.682946598484104,0.6459221401792125,1.3677454497652066,112620687618.5138,0.07868433368947494,30606480628.34704
20190128T013032Z,31,0.9094656526134268,0.8993247872870167,1.4679710750712767,159204966830.61002,0.07583670093856527,41700666116.76459
20190128T032349Z,31,0.8851102559828825,0.7556803164273658,1.4051570532702709,128155007360.86343,0.07594236309631981,33614498366.266346
20190128T040115Z,43,0.5466140860936661,0.6652419418321999,1.3800872554105021,117525168660.10048,0.07828455832749087,31777076284.506264
20190128T041757Z,31,0.926410301597508,1.0235635098385236,1.4905261560333045,172103314365.12476,0.07562367584968109,44952511949.38049
20190128T045702Z,31,0.7860291562666503,0.6741449960149817,1.3942561708584167,123419634598.03171,0.0755698312103052,32213629265.1142
20190128T051503Z,43,0.5813660324509007,0.6966605407075965,1.3855893440435807,119779919277.03989,0.07885619417335794,32623216387.136448
20190128T064220Z,31,0.9299374582399098,0.6793510028021164,-0.13984006953597383,616935690.8512366,0.15867652544946528,338111175.4668142
20190128T065852Z,43,0.5096348156121596,0.4329757011477153,0.036395600184343735,1133948681.2507432,0.14254596881601342,558284137.0036218
20190128T080314Z,31,0.9344305654150004,0.6712737811659162,-0.12759191278913384,643594213.6125401,0.1585879429078927,352524450.5419701
20190128T083720Z,31,0.906690221294326,0.455305335560499,-0.1531842564565924,589146925.0723351,0.15801384729403342,321533116.80644774
20190128T090946Z,31,0.8979690281825057,0.4915367009690772,-0.13297230834485418,631744598.7185457,0.157938805257256,344617504.8508646
20190128T094351Z,44,0.6912440803146477,0.2347009629289659,0.07687070494604242,1304085474.0557148,0.13523840058205336,609134266.3186502
