event_id,group,similarity,amplitude_ratio,Mw,M0,dMw,dM0
20190119T004121Z,39,0.7954693438763063,0.9031823044688344,1.3370704321874989,101299114328.0872,0.07256827277573717,25389805996.218586
20190119T013341Z,39,0.8260588365866658,0.637009571540672,1.2487707061031275,74671703511.9484,0.07244443411021644,18683921384.156757
20190119T025633Z,39,0.8405886920535015,0.6983182069275543,1.2748591841890633,81712552363.9676,0.07193978147239885,20303216154.811672
20190119T032747Z,39,0.7852468963664597,0.543935472270461,1.1913658182739422,61241910068.695915,0.07221660701009262,15275405754.396713
20190119T045207Z,39,0.8443890284222543,0.7695248737270233,1.28534003516212,84724702539.18054,0.07275567718396249,21290403278.09555
20190119T060059Z,43,0.9322440862755436,1.6118708370004702,1.599121583896057,250427706344.65247,0.07179684610153336,62100441893.22353
20190119T062919Z,39,0.7727840927160926,0.5161405542163919,1.1930193358911954,61592666166.619934,0.07236212818508875,15393851142.932146
20190119T072035Z,39,0.85338760325166,0.8489304750294537,1.321091525817601,95859969996.88536,0.07243393998434819,23982052281.299625
20190119T081513Z,39,0.8462942590440599,0.6600841731716864,1.2602064301216007,77680076604.69743,0.07306999051084442,19604494289.837795
20190119T092346Z,39,0.8263007729240761,0.6028693197164612,1.2453681668235248,73799301317.9938,0.07265428240651496,18519122978.01936
20190119T095641Z,39,0.6930146880526408,0.4742424581216244,1.171323435178227,57145909985.61864,0.07226643774634801,14263586754.554138
20190119T110203Z,39,0.8785022787651456,0.7631554789178273,1.3061604363517931,91041762034.82996,0.07239912168391482,22765694301.451077
20190119T132322Z,31,0.916010452311183,0.8675404789734227,1.4667815307107794,158552208609.92053,0.06754697386474934,36990068965.089005
20190119T141821Z,39,0.8779854634299077,0.9272608432630371,1.3363617609397256,101051471352.36931,0.07279120578860805,25405544231.933987
20190119T151927Z,39,0.834688432727313,0.742682538006118,1.2779519857114376,82590097453.72368,0.07291741116560092,20800135663.185116
20190119T171136Z,39,0.878098150991486,0.9403152267592124,1.3434080790091265,103540943598.23073,0.07257253445239309,25953226472.91835
20190119T182051Z,39,0.7920327801467968,0.7345112213154199,1.2818597688335043,83712373033.4367,0.07295703383684625,21094234510.64141
20190119T190317Z,39,0.6086878756169485,0.5009371600087684,1.1937370320096088,61745533585.34632,0.0732673910656295,15625115023.08702
20190119T192537Z,39,0.7334046722577301,0.4988656634665775,1.1772054039739999,58318736462.683205,0.0722245032801692,14547876896.174936
20190119T203012Z,43,0.9620499494097848,1.0602217647783876,1.4722339474263926,161566352732.02728,0.07103769804390325,39641195977.67303
20190119T203257Z,39,0.7855240323673257,0.6253689032048957,1.2345957988309735,71103945205.48334,0.07288456759142342,17899307438.703773
20190119T214100Z,39,0.8412433062769692,0.863334084232007,1.333215722001805,99959386734.60875,0.07275061412064905,25116966972.03119
20190119T225042Z,39,0.5869459707971709,0.5653814530449065,1.230499869175306,70105130771.7584,0.07335448059805381,17761653679.610588
