,event_id,group,similarity,amplitude_ratio
0,20190101T000146Z,39,0.7910894013784975,0.49913216854136483
1,20190101T002057Z,54,0.50910494663893,1.4625373347729287
2,20190101T004524Z,39,0.8694083238438282,0.7310632299986729
3,20190101T020121Z,39,0.8092883473193773,0.6971278639994167
4,20190101T020816Z,54,0.5752245849641148,1.4240376839808246
5,20190101T022400Z,39,0.8863456845392061,0.7661308247946337
6,20190101T023833Z,54,0.5010021502936217,1.2536880590504553
7,20190101T030020Z,39,0.6004888355154273,0.4740603114678801
8,20190101T035543Z,39,0.9180797523086138,1.071776631554435
9,20190101T044943Z,39,0.5814894730295924,0.5109180243083038
10,20190101T052504Z,39,0.9233657547488029,0.9896680184968432
11,20190101T062612Z,39,0.8836126214157612,0.6943845901493843
12,20190101T071821Z,39,0.8807100092616688,0.9043584294942907
13,20190101T072325Z,54,0.5408270834254946,1.161822823331035
14,20190101T074051Z,39,0.8539378111795896,0.7571803431076414
15,20190101T081658Z,39,0.8458047657547448,0.9555582421065639
16,20190101T085640Z,39,0.8381350516953591,0.5707429502918808
17,20190101T091514Z,33,0.9896882064013545,1.043602885813734
18,20190101T095927Z,39,0.8743945625007336,0.5245015937428524
19,20190101T100906Z,33,0.97087890576864,1.0071694800817554
20,20190101T105405Z,39,0.7368989508563035,0.4702187367969102
21,20190101T112727Z,39,0.8614700519298794,0.5907082068042883
22,20190101T120948Z,39,0.7349169378705552,0.5257979248712429
23,20190101T121954Z,39,0.791071240423705,0.38901210830864225
24,20190101T130034Z,39,0.8011809689427708,0.5075216061194181
25,20190101T134319Z,39,0.9260843976344212,1.0461764916525986
26,20190101T141318Z,34,0.9682111706187801,1.1132625628834432
27,20190101T151518Z,39,0.9045799908282244,0.8741576494988399
28,20190101T154633Z,54,0.62250897496205,1.2257653101062784
29,20190101T160302Z,39,0.867329495366968,0.8253858204166655
30,20190101T161017Z,34,0.9715025788279311,0.8527028592166022
31,20190101T164915Z,34,0.9616776908999648,0.8075543176074522
32,20190101T171315Z,33,0.5825725928414193,0.30048666724827966
33,20190101T171601Z,39,0.8953646237066711,0.7811132469594807
34,20190101T175412Z,39,0.9265380745452404,0.8588230195916282
35,20190101T183453Z,39,0.724267651627927,0.5585430821487924
36,20190101T191543Z,39,0.9075803500105205,0.9874659119777668
37,20190101T192753Z,33,0.9999999997560446,0.9999984648595748
38,20190101T195307Z,39,0.8796116299929279,0.8310432172392357
39,20190101T203349Z,39,0.9080471117512806,0.6786433009678751
40,20190101T221254Z,39,0.8714275326398302,0.8122414496879595
41,20190101T224852Z,39,0.8244571258027708,1.037633761071832
42,20190101T231121Z,34,0.9387637865438127,1.1153009586870413
43,20190101T233305Z,39,0.8970242538234382,0.9499850989906503
44,20190101T235652Z,39,0.7419781350812401,0.47791542405743653
