event_id,group,similarity,amplitude_ratio,Mw,M0,dMw,dM0
20181231T001250Z,39,0.8739286453509875,1.050964314260349,1.343362715129194,103524721940.41289,0.06900636965798854,24674036380.752544
20181231T005109Z,39,0.7878775112442352,0.861557227574906,1.3150030918105857,93865206023.56439,0.06884316853741486,22318882005.225273
20181231T013524Z,39,0.7187297236686302,0.5408751553299511,1.191897012674275,61354372539.32829,0.06975867538737911,14782595459.688992
20181231T023319Z,39,0.6022096830781741,0.5285386112038961,1.1702286524232388,56930235276.99881,0.06942487184370642,13651017176.698223
20181231T025533Z,39,0.7158139555743744,1.1241641998259566,1.3995079366560539,125678765169.81,0.06962259603313864,30221712209.012043
20181231T032737Z,54,0.666924849737316,1.410426521967051,1.111408687903337,46463618824.06221,0.07402763846457572,11879929815.098732
20181231T033640Z,39,0.8188892185297757,1.1661506149688745,1.388662990349471,121058276201.80362,0.0692417032523396,28951373732.417282
20181231T035908Z,54,0.535040392127879,1.212191174989364,1.032302520809397,35355239310.236206,0.07615158769507532,9299073735.687965
20181231T043621Z,39,0.8092360159473032,0.5474013567549278,1.2006209887238493,63231208614.20558,0.0691249169064497,15096388131.147312
20181231T044623Z,39,0.5921566851248972,0.4077295518678396,1.119225539002425,47735151857.58355,0.07056738554997521,11634541788.299057
20181231T052617Z,39,0.9262656570252726,1.0524735385993058,1.3680363087629726,112733882239.12761,0.0687901660637792,26784760583.160145
20181231T062019Z,39,0.8831629792023387,0.8566099788991833,1.3016331049092331,89629228333.66316,0.0690903074808037,21388175084.68642
20181231T063142Z,39,0.6111113648874431,0.4320012015311297,1.1098669674443897,46216861621.56082,0.07081433980251298,11303907877.664509
20181231T072728Z,39,0.7269121859590965,0.8798103853915282,1.2271482014815014,69298255549.88106,0.07307427209354803,17490158611.27725
20181231T080831Z,39,0.8658525153216248,0.9606329101555704,1.3417471485649646,102948665859.58498,0.06857877697960552,24384699405.086582
20181231T095133Z,39,0.763199269997085,0.6498718269904433,1.1918414113796452,61342591172.722046,0.06985072990976703,14799260455.232775
20181231T102408Z,39,0.842878876948206,1.0690122304598069,1.292297576288843,86785339038.38814,0.06991359479218615,20956316325.419094
20181231T105846Z,39,0.8058062596696881,0.766341180231819,1.2222220307754874,68129161856.49052,0.06863462145567259,16150398274.53123
20181231T113514Z,39,0.7861219482683103,0.6921415533798213,1.253756013179708,75968581940.7853,0.06943999823840906,18220096326.1988
20181231T120032Z,39,0.905524409519666,0.7514076865263629,1.2688893871945703,80044976377.82713,0.06931422631131698,19162995981.74283
20181231T123447Z,39,0.6337916719854766,0.6339592303254467,1.203889877936044,63949155979.917854,0.06903302933056764,15247501906.126543
20181231T131437Z,39,0.5527696368260399,0.5448720845308498,1.160247871434203,55001154692.08876,0.06941512362196321,13186600721.601791
20181231T141253Z,54,0.5817184365725688,1.358206211705152,1.0609522222278738,39032676602.4647,0.07590211533782484,10232674526.881123
20181231T141820Z,39,0.8700729677035787,0.6880760084818396,1.2443736387714077,73546237210.38698,0.06929216560207334,17601575407.51387
20181231T150336Z,39,0.8905229275405966,1.0686273306707397,1.3365434340797062,101114898703.34619,0.06917083033893681,24157116177.12672
20181231T154253Z,39,0.7167878402748049,0.6632060448751956,1.2356419760475674,71361334673.93925,0.06950297242847572,17130628236.051136
20181231T155057Z,54,0.5534861009970147,1.585646752963754,1.071080637189568,40422293936.68802,0.07678515585358084,10720256424.692345
20181231T155513Z,39,0.628526145083019,0.7792359519795098,1.1670192396406716,56302653003.245804,0.06889200214849218,13396909193.965437
20181231T173943Z,39,0.7641352530082686,1.07452685076176,1.2932671973007723,87076466215.35869,0.0682966394173258,20540313989.656437
20181231T174653Z,33,0.948859517277058,1.2493894685115996,1.6546411080245917,303362337495.54956,0.062301836578196663,65278393678.17889
20181231T180154Z,39,0.5337767122664885,0.885102412492221,1.2159445569188385,66667909219.774414,0.06940553123120002,15981512021.039162
20181231T183540Z,39,0.7990893918789018,1.157364841599164,1.2961124059737728,87936385169.31294,0.06930921109842478,21050698559.036877
20181231T185838Z,44,0.913475676574774,1.5657245425912223,1.3889741527386015,121188449504.39337,0.0683213919230717,28597290203.367817
20181231T192958Z,39,0.8699799693507715,0.88219155406532,1.3250586812960004,97182489916.05302,0.06879597161520092,23091810153.0774
20181231T195133Z,54,0.5029448038836151,1.3446488474455158,1.036624197996165,35886929126.54359,0.07579602520051357,9394846231.49264
20181231T204645Z,39,0.8227172769726891,0.9593256492200144,1.3137887843474019,93472353237.55383,0.06904167645543435,22289557795.462322
20181231T213241Z,39,0.6084427372829717,0.7226062173737289,1.1930626995918612,61601891770.69732,0.06868967896199656,14614786782.35944
20181231T220117Z,44,0.92617485015471,1.527347389113548,1.420679357443344,135213182906.47682,0.06762923486807568,31583514706.316128
20181231T220602Z,39,0.7400516950454005,0.5936144755838931,1.1801271603247523,58910233005.30809,0.06966132125211112,14173901019.07979
20181231T222929Z,39,0.8308547372299654,0.5000501820988973,1.165586577448023,56024742120.41286,0.06932072820921605,13413741424.369728
20181231T231759Z,39,0.891862914663129,0.7279869957818631,1.2729515404592995,81175937070.05963,0.06930093701012506,19430025257.205406
20181231T232141Z,33,0.9825619442451424,1.0055266885410397,1.605833492124832,256300963132.55997,0.06225790639481139,55112701300.088
